##Alpha(207mT) X DEG X DEG
0.33 9.1553E-5 -88.876 0.13361 0.77344
4.95 0.00013924 -88.336 0.13367 0.75
10.74 0.00023651 -87.157 0.13355 0.86719
15.51 0.00032044 -86.086 0.13361 0.82032
20.33 0.00040054 -85.157 0.13361 0.79688
25.03 0.00054932 -83.415 0.13367 0.79688
29.88 0.00066567 -82.001 0.13361 0.77344
35.78 0.000803 -80.36 0.13367 0.71094
40.62 0.00094223 -78.774 0.13361 0.67188
45.24 0.0010796 -77.149 0.13361 0.74219
50.19 0.0011673 -76.032 0.13355 0.84375
55.1 0.0012798 -74.797 0.13361 0.79688
59.87 0.0013905 -73.571 0.13355 0.79688
65.74 0.0014954 -72.352 0.13355 0.77344
70.61 0.0015354 -71.915 0.13355 0.74219
75.67 0.0015812 -71.391 0.13373 0.71875
80.63 0.0016308 -70.915 0.13379 0.71094
84.84 0.0016117 -71.11 0.13385 0.69532
90.17 0.0015621 -71.633 0.13385 0.67188
95.43 0.0015316 -72.047 0.13391 0.64063
100.55 0.0014668 -72.641 0.13391 0.75
105.52 0.0013466 -74.04 0.13391 0.69532
110.74 0.0012436 -75.219 0.13397 0.67969
115.67 0.0011578 -76.227 0.1341 0.71875
120.83 0.0010109 -77.876 0.13385 0.69532
124.87 0.00091744 -78.977 0.13416 0.67188
129.94 0.00081635 -80.219 0.13416 0.60938
134.97 0.00069809 -81.563 0.1341 0.5625
140.15 0.00057412 -83.047 0.1341 0.57813
145.31 0.00045967 -84.477 0.13422 0.45313
150.33 0.00038529 -85.36 0.1341 0.49219
155.35 0.00028992 -86.461 0.13416 0.50782
160.41 0.00017738 -87.844 0.1341 0.57813
165.43 0.00012398 -88.516 0.1341 0.53907
170.55 9.9183E-5 -88.774 0.13403 0.74219
175.58 6.8665E-5 -89.141 0.13391 0.78125
180.67 7.8202E-5 -89.055 0.13385 0.76563
185.75 0.00013542 -88.376 0.13385 0.71875
189.81 0.00018311 -87.751 0.13379 0.71875
195.65 0.00028801 -86.524 0.13391 0.67969
200.44 0.00037956 -85.454 0.13373 0.74219
205.23 0.00051308 -83.805 0.13367 0.69532
210.07 0.00060654 -82.665 0.13361 0.78125
215.02 0.00074006 -81.11 0.13361 0.65625
220.8 0.0009079 -79.133 0.13361 0.67969
225.5 0.0010242 -77.743 0.13361 0.8125
230.33 0.0011215 -76.649 0.13355 0.71094
235.29 0.001215 -75.524 0.13342 0.74219
240.1 0.001358 -73.883 0.13348 0.74219
244.97 0.0013981 -73.344 0.13342 0.71094
249.86 0.0014782 -72.586 0.1333 0.64063
254.93 0.0015564 -71.79 0.13348 0.625
259.85 0.0015679 -71.641 0.13342 0.51563
