Alpha(50mT) X DEG X DEG
0.2 0.00026703 87.711 0.56507 2.4063
5.01 0.0006485 84.422 0.56507 2.3984
9.78 0.00088501 82.266 0.56513 2.4219
14.66 0.0011101 80.446 0.56519 2.4766
20.55 0.0012512 79.36 0.56531 2.3984
25.1 0.0014115 77.907 0.56507 2.4297
29.95 0.0014458 77.586 0.56519 2.5078
34.87 0.0014763 77.469 0.56513 2.4141
40.29 0.0015259 77.11 0.56519 2.4141
45.28 0.0014915 77.18 0.56513 2.4219
49.72 0.0013886 78.063 0.56495 2.375
55.38 0.0013695 78.454 0.56501 2.4766
60.13 0.0012474 79.282 0.56519 2.4688
64.95 0.0010033 81.321 0.56507 2.4297
70.47 0.00068283 84.118 0.56513 2.4297
75.53 0.00056839 85.094 0.56507 2.3984
80.51 0.00020981 88.126 0.56513 2.4531
85.78 -3.4332E-5 90.29 0.56543 2.3984
89.74 -0.00033188 92.93 0.56507 2.5078
95.07 -0.00058365 95.133 0.56519 2.4531
100.31 -0.00084687 97.305 0.56531 2.4766
105.56 -0.00099183 98.649 0.56543 2.4219
109.76 -0.0010796 99.438 0.56519 2.5078
115.28 -0.0012016 100.35 0.5655 2.5078
120.24 -0.0013237 101.36 0.56537 2.5313
125.66 -0.0013771 101.93 0.56531 2.5234
130.64 -0.0013733 101.93 0.5655 2.4844
134.96 -0.0013771 101.95 0.56543 2.375
139.98 -0.0013619 101.71 0.56537 2.4922
145.04 -0.0012169 100.48 0.56562 2.3828
150.13 -0.0011597 99.993 0.56556 2.4844
155.11 -0.0011444 99.836 0.56568 2.5078
160.13 -0.0008812 97.633 0.5655 2.5313
165.31 -0.0006485 95.555 0.56556 2.4453
170.46 -0.00044632 93.813 0.56568 2.4531
175.41 -0.00015259 91.321 0.56543 2.5703
180.5 0.00025559 87.735 0.56513 2.6484
185.59 0.00054169 85.204 0.56531 2.3984
189.73 0.00069046 84.008 0.56525 2.4766
195.59 0.0010224 81.243 0.5655 2.4297
200.58 0.0012741 79.001 0.56543 2.4922
204.76 0.0012932 78.93 0.56543 2.4531
210.64 0.0014191 78.008 0.56556 2.4297
215.29 0.001564 76.797 0.56556 2.4688
220 0.0014496 77.633 0.5655 2.4531
225.07 0.0014153 78.141 0.56531 2.5547
230.76 0.0014572 77.727 0.56531 2.4922
235.66 0.0013008 78.813 0.56531 2.3828
240.44 0.0012131 79.68 0.56531 2.5078
245.47 0.0010262 81.297 0.56537 2.5547
250.29 0.00084687 82.688 0.56543 2.5078
255.27 0.0005455 85.204 0.56543 2.5
260.31 0.00030518 87.43 0.56568 2.6094
265.31 4.9591E-5 89.594 0.5658 2.5313
270.42 -0.00022888 91.954 0.56556 2.5
275.43 -0.00056458 94.821 0.5655 2.5078
280.53 -0.00076294 96.54 0.56556 2.5234
285.7 -0.00094605 98.18 0.56531 2.4844
289.81 -0.0011025 99.399 0.56537 2.5313
295.59 -0.0012512 100.76 0.56543 2.5547
