#Alpha(207mT) X DEG X DEG
0.33 0.018734 78.618 0.27713 0.53907
20.33 0.018757 78.571 0.27707 0.74219
40.62 0.014324 81.18 0.27722 0.73438
59.87 0.0079842 85.047 0.27716 1.0078
80.63 0.0015564 89.047 0.27707 0.40625
100.55 -0.0038223 92.391 0.2771 0.23438
120.83 -0.0072365 94.501 0.2771 0.14063
140.15 -0.012261 97.571 0.27713 0.039063
160.41 -0.01437 98.876 0.27707 0.10156
180.67 -0.017086 100.57 0.27698 0.65625
200.44 -0.018864 101.7 0.27722 0.74219
220.8 -0.017941 101.2 0.27698 0.85157
240.1 -0.015175 99.477 0.27704 0.875
259.85 -0.0088311 95.493 0.27704 0.67188
280.55 -0.00020218 90.094 0.27689 0.32813
299.81 0.0072747 85.516 0.27707 0.125
320.32 0.015144 80.797 0.27695 -0.17969
340.56 0.019276 78.352 0.27707 0.13281
360.33 0.020241 77.751 0.27686 0.71875
0.33 0.018341 78.821 0.27677 0.67969
20.33 0.018875 78.508 0.27692 0.82032
40.62 0.01461 81.001 0.27707 0.94532
59.87 0.0078736 85.102 0.27704 0.98438
80.63 0.0015564 89.047 0.27698 0.64063
100.55 -0.0037308 92.344 0.27704 0.32031
120.83 -0.0078583 94.899 0.27692 0.35938
140.15 -0.012474 97.704 0.2768 -0.10156
160.41 -0.01376 98.508 0.2768 0.23438
180.67 -0.016136 99.993 0.27695 0.53907
200.44 -0.018284 101.36 0.27704 0.72657
220.8 -0.017315 100.78 0.27683 1.0703
240.1 -0.014332 98.969 0.27689 1.1875
259.85 -0.008133 95.071 0.27692 0.80469
280.55 0.00024414 89.821 0.27689 0.29688
299.81 0.0079003 85.149 0.2767 0.22656
320.32 0.015438 80.641 0.27689 0.054688
340.56 0.019123 78.43 0.27683 0.10938
360.33 0.020733 77.477 0.2767 0.625
0.33 0.018662 78.657 0.27667 0.78907
20.33 0.018791 78.532 0.27667 0.85157
40.62 0.014607 80.993 0.27686 0.92969
59.87 0.0079919 85.024 0.27674 1.2266
80.63 0.0021744 88.657 0.2768 0.77344
100.55 -0.002861 91.797 0.27692 0.35156
120.83 -0.0075531 94.711 0.27674 0.34375
140.15 -0.012348 97.633 0.27674 0.023438
160.41 -0.01342 98.297 0.27686 0.25
180.67 -0.016689 100.34 0.27692 0.82032
200.44 -0.017826 101.06 0.27698 0.79688
220.8 -0.016972 100.59 0.27707 0.96094
240.1 -0.013748 98.586 0.27692 0.99219
259.85 -0.0081521 95.079 0.2768 0.74219
280.55 0.0004654 89.688 0.2767 0.46094
299.81 0.0078355 85.172 0.2767 0.40625
320.32 0.015511 80.579 0.2767 0.19531
340.56 0.019886 77.993 0.27674 0.23438
360.33 0.020962 77.344 0.27661 0.69532
0.33 0.018955 78.469 0.2767 0.625
20.33 0.019463 78.141 0.27674 0.82813
40.62 0.015461 80.493 0.27674 0.83594
59.87 0.0082284 84.876 0.27677 0.88282
80.63 0.0021896 88.649 0.27683 0.8125
100.55 -0.0032234 92.04 0.27674 0.47656
120.83 -0.007515 94.688 0.27658 0.14844
140.15 -0.011784 97.297 0.27667 0.11719
160.41 -0.013519 98.368 0.2767 0.14063
180.67 -0.015846 99.813 0.2768 0.72657
200.44 -0.017567 100.92 0.27695 0.69532
220.8 -0.016709 100.43 0.27692 0.65625
240.1 -0.013355 98.336 0.27695 0.875
259.85 -0.0078278 94.876 0.27677 0.61719
280.55 0.00048447 89.672 0.27674 0.39844
299.81 0.008133 84.993 0.27674 0.3125
320.32 0.015259 80.727 0.27658 0.27344
340.56 0.019489 78.219 0.2767 0.24219
360.33 0.021126 77.258 0.27674 0.79688
