 2.70000000e+02 -3.34160035e-04 -5.66400280e-04 -8.89548341e-04 -1.94029405e-03 -1.67887289e-03 -7.10768326e-04 -4.87308782e-04 1.33311068e-03 1.49320839e-03 1.45763396e-03 1.41094570e-03 1.19575312e-03
 2.64980000e+02 -5.70574721e-04 -8.92724899e-04 -1.06171299e-03 -2.11138002e-03 -1.59552267e-03 -5.00772243e-04 -3.28054214e-05 1.59225638e-03 1.63006261e-03 1.46367198e-03 1.36236616e-03 9.58971724e-04
 2.60110000e+02 -9.36025262e-04 -8.68488796e-04 -1.18675193e-03 -1.75890035e-03 -1.32805141e-03 -1.17918981e-04 2.17261674e-06 1.50439541e-03 1.31491507e-03 1.34039697e-03 1.26331628e-03 7.45457654e-04
 2.55180000e+02 -1.05955061e-03 -1.12395825e-03 -1.09343394e-03 -1.51052017e-03 -1.12178924e-03 9.30357829e-05 1.62308490e-04 1.92136458e-03 1.51893136e-03 1.00470936e-03 6.93880766e-04 4.56363104e-04
 2.50270000e+02 -1.19426495e-03 -1.21579343e-03 -1.05144560e-03 -1.52598619e-03 -8.34043341e-04 3.02048219e-04 4.20219994e-04 1.96859224e-03 1.44882863e-03 9.10811421e-04 4.89006086e-04 1.04596192e-04
 2.45330000e+02 -1.35920721e-03 -1.10251140e-03 -9.29670290e-04 -1.16742232e-03 -6.27346643e-04 5.83997307e-04 5.58729606e-04 1.72367511e-03 1.01846827e-03 9.53452831e-04 3.38367120e-04 -1.03301368e-04
 2.40370000e+02 -1.43819095e-03 -1.07873626e-03 -8.00901001e-04 -8.52951594e-04 -2.97678743e-04 7.89652363e-04 5.37716643e-04 1.75845677e-03 8.08116490e-04 3.52275862e-04 8.60490232e-05 -2.53264141e-04
 2.35270000e+02 -1.46870960e-03 -1.02185816e-03 -5.76947329e-04 -6.46246604e-04 -4.24927577e-05 1.02632674e-03 6.27800926e-04 1.48719938e-03 9.22614242e-04 1.11696249e-04 -4.06578228e-04 -5.27653290e-04
 2.30290000e+02 -1.44912445e-03 -9.79903015e-04 -3.78656029e-04 -4.63455701e-04 1.54871480e-04 1.16729280e-03 8.46431259e-04 1.40592128e-03 7.25288737e-04 1.08679019e-04 -5.44043294e-04 -6.22010648e-04
 2.25270000e+02 -1.41045340e-03 -7.58465781e-04 -1.18317120e-04 -7.86482669e-05 4.78347368e-04 1.45639504e-03 8.36377209e-04 1.00438248e-03 3.43812051e-04 -2.32999552e-04 -6.87115955e-04 -7.27246299e-04
 2.20350000e+02 -1.31075386e-03 -7.23499898e-04 5.61772276e-05 3.26701889e-04 6.87414214e-04 1.36922497e-03 7.68311294e-04 8.96385274e-04 3.32476265e-06 -5.99950885e-04 -1.08446542e-03 -8.55815097e-04
 2.15310000e+02 -1.24578426e-03 -5.44955386e-04 2.15745766e-04 3.89067232e-04 8.24487800e-04 1.46587700e-03 9.01075018e-04 1.01833890e-03 3.54624462e-04 -7.59848263e-04 -1.28368117e-03 -9.65977510e-04
 2.10400000e+02 -1.14242848e-03 -2.81560069e-04 4.56973534e-04 5.47069262e-04 9.75634143e-04 1.61919107e-03 6.35044869e-04 5.14591202e-04 -1.97324630e-04 -8.95994939e-04 -1.30738313e-03 -9.29480052e-04
 2.05500000e+02 -1.09902339e-03 -2.66645920e-04 6.76249712e-04 8.92904501e-04 1.07404468e-03 1.58350017e-03 6.46958917e-04 1.93575114e-04 -3.87497912e-04 -9.85373757e-04 -1.43058437e-03 -9.56912267e-04
 2.00430000e+02 -9.24789865e-04 -1.52426315e-04 8.28819867e-04 1.02323775e-03 1.20356342e-03 1.41253039e-03 6.29766493e-04 1.16668943e-04 -9.36623598e-05 -1.18599267e-03 -1.74768599e-03 -1.03625285e-03
 1.95440000e+02 -8.13362731e-04 8.95192187e-05 9.81360667e-04 1.04338731e-03 1.29822123e-03 1.51540885e-03 5.87087053e-04 -2.48286838e-04 -5.18044565e-04 -1.35081133e-03 -1.62641187e-03 -9.28337043e-04
 1.90250000e+02 -6.52600051e-04 3.55251134e-04 1.06071809e-03 1.29884440e-03 1.35283340e-03 1.54684560e-03 2.62009471e-04 -6.52397364e-04 -7.86184513e-04 -1.32970140e-03 -1.47916905e-03 -7.82508810e-04
