##Alpha(50mT) X DEG X DEG
0.2 1.5259E-5 89.899 0.51099 -5.7188
5.01 0.00022888 88.61 0.51093 -5.7266
9.78 0.00046158 87.282 0.51111 -5.75
14.66 0.00054932 86.766 0.51123 -5.6797
20.55 0.00074006 85.586 0.51105 -5.8125
25.1 0.00082016 85.126 0.51123 -5.8438
29.95 0.00084305 85.04 0.5113 -5.6719
34.87 0.00082398 85.149 0.51123 -5.7188
40.29 0.00079727 85.251 0.5113 -5.6172
45.28 0.0007515 85.594 0.51148 -5.6719
49.72 0.00065995 86.149 0.5113 -5.7813
55.38 0.00054169 86.797 0.51123 -5.711
60.13 0.00038529 87.704 0.51117 -5.7422
64.95 0.00020218 88.797 0.51123 -5.7578
70.47 7.6295E-6 89.954 0.51117 -5.7969
75.53 -0.00026703 91.532 0.5113 -5.6953
80.51 -0.0004921 92.844 0.51123 -5.6953
85.78 -0.00080872 94.665 0.5113 -5.625
89.74 -0.00095749 95.547 0.51123 -5.5469
95.07 -0.0012322 97.071 0.51117 -5.5938
100.31 -0.001442 98.251 0.51117 -5.6172
105.56 -0.0015068 98.672 0.51105 -5.6172
109.76 -0.0016098 99.188 0.51099 -5.6172
115.28 -0.0016632 99.446 0.51111 -5.6407
120.24 -0.001667 99.469 0.51111 -5.7344
125.66 -0.0016747 99.501 0.51123 -5.6016
130.64 -0.0016708 99.555 0.51099 -5.625
134.96 -0.0016289 99.282 0.51105 -5.6407
139.98 -0.0015068 98.602 0.51117 -5.6641
145.04 -0.0014305 98.165 0.51123 -5.5625
150.13 -0.0013504 97.758 0.51099 -5.6485
155.11 -0.0012055 96.915 0.51099 -5.6485
160.13 -0.0010567 96.126 0.51099 -5.5469
165.31 -0.00080872 94.672 0.51093 -5.6875
170.46 -0.00065613 93.813 0.51099 -5.7422
175.41 -0.00030899 91.797 0.51117 -5.586
180.5 -3.8147E-5 90.188 0.51117 -5.6953
185.59 0.0001564 89.055 0.51123 -5.625
189.73 0.00040054 87.657 0.5113 -5.5703
195.59 0.00061035 86.352 0.51117 -5.7657
200.58 0.00073243 85.657 0.5113 -5.6485
204.76 0.00081253 85.243 0.51123 -5.7032
210.64 0.00087738 84.805 0.51123 -5.6641
215.29 0.00079727 85.227 0.51142 -5.5938
220 0.00080109 85.258 0.5113 -5.6875
225.07 0.00079346 85.29 0.5113 -5.6407
230.76 0.00069809 85.86 0.51136 -5.625
235.66 0.00055313 86.751 0.51148 -5.6172
240.44 0.00045777 87.313 0.5113 -5.6953
245.47 0.00028229 88.336 0.51142 -5.6875
250.29 0.00010681 89.329 0.5113 -5.6953
255.27 -0.00014877 90.844 0.51136 -5.6797
260.31 -0.00040436 92.36 0.51123 -5.7188
265.31 -0.00065232 93.758 0.5113 -5.6172
270.42 -0.00094223 95.407 0.51117 -5.6641
275.43 -0.0011673 96.672 0.51123 -5.6328
280.53 -0.0013046 97.508 0.51117 -5.7344
285.7 -0.0014572 98.36 0.51117 -5.7266
289.81 -0.0015602 98.836 0.5113 -5.5782
295.59 -0.0015412 98.782 0.5113 -5.625
299.91 -0.0015373 98.719 0.51117 -5.6719
304.84 -0.0015793 98.961 0.51117 -5.6407
309.79 -0.001564 98.852 0.5113 -5.5703
315.08 -0.0014763 98.407 0.51111 -5.6641
320.33 -0.0014496 98.321 0.51105 -5.6797
325.3 -0.0013695 97.797 0.51111 -5.6172
330.31 -0.0012207 97.008 0.51117 -5.6485
335.64 -0.0010719 96.118 0.51117 -5.6407
340.66 -0.00094605 95.352 0.51136 -5.5469
345.61 -0.00076294 94.383 0.51136 -5.625
350.69 -0.00050354 92.961 0.51117 -5.6641
354.75 -0.00029755 91.696 0.51123 -5.7032
360.21 1.5259E-5 89.883 0.5113 -5.6875
0.2 3.4332E-5 89.774 0.51136 -5.7188
5.01 0.00026322 88.469 0.51136 -5.6407
9.78 0.00046158 87.243 0.5113 -5.6407
14.66 0.00058365 86.501 0.51123 -5.6719
20.55 0.00076294 85.508 0.51136 -5.6719
25.1 0.00084305 85.016 0.51142 -5.6719
29.95 0.00082016 85.118 0.51154 -5.5391
34.87 0.00082779 85.141 0.51136 -5.6172
40.29 0.00081635 85.18 0.51142 -5.6953
45.28 0.00081635 85.18 0.51154 -5.6328
49.72 0.00064469 86.165 0.51148 -5.6719
55.38 0.00053788 86.829 0.51154 -5.6407
60.13 0.00042343 87.493 0.51154 -5.625
64.95 0.00021744 88.688 0.51148 -5.6641
70.47 -7.6295E-6 90.055 0.5116 -5.5938
75.53 -0.0002861 91.665 0.5116 -5.5938
80.51 -0.0005188 92.977 0.51148 -5.5938
85.78 -0.00083161 94.766 0.51154 -5.5938
89.74 -0.00098801 95.68 0.5116 -5.6094
95.07 -0.0011978 96.915 0.5113 -5.6641
100.31 -0.0014038 98.047 0.5113 -5.6407
105.56 -0.001503 98.571 0.51136 -5.5938
109.76 -0.0015869 99.032 0.51136 -5.6485
115.28 -0.0016365 99.266 0.51136 -5.5703
120.24 -0.0016785 99.477 0.51148 -5.6563
125.66 -0.0016708 99.485 0.51136 -5.586
130.64 -0.001606 99.165 0.5113 -5.75
134.96 -0.0015755 98.985 0.51123 -5.7422
139.98 -0.0015335 98.727 0.51148 -5.6094
145.04 -0.0014076 98.04 0.51142 -5.5625
150.13 -0.001339 97.672 0.5113 -5.6719
155.11 -0.0011521 96.579 0.5113 -5.6641
160.13 -0.00099564 95.711 0.51136 -5.625
165.31 -0.00080109 94.61 0.51136 -5.5938
170.46 -0.00056839 93.266 0.51136 -5.6875
175.41 -0.00029373 91.711 0.51123 -5.6953
180.5 1.1444E-5 89.915 0.5113 -5.7032
185.59 0.0002594 88.43 0.51148 -5.625
189.73 0.00042725 87.477 0.51154 -5.586
195.59 0.0006485 86.196 0.51148 -5.6797
200.58 0.0007515 85.547 0.51148 -5.7032
204.76 0.00077439 85.391 0.51154 -5.6875
210.64 0.00084687 85.047 0.5116 -5.6407
215.29 0.00092698 84.586 0.51166 -5.6407
220 0.00084687 84.938 0.5116 -5.6172
225.07 0.00078965 85.329 0.51154 -5.6953
230.76 0.00068283 86.055 0.51166 -5.5782
235.66 0.00057984 86.547 0.5116 -5.5625
240.44 0.00043106 87.438 0.51148 -5.6719
245.47 0.00026322 88.438 0.51154 -5.5625
250.29 0.000103 89.391 0.51154 -5.6485
255.27 -0.00015259 90.844 0.5116 -5.5625
260.31 -0.0003891 92.211 0.51154 -5.6328
265.31 -0.00064469 93.735 0.51148 -5.586
270.42 -0.0009079 95.18 0.51154 -5.6172
275.43 -0.0011635 96.618 0.51148 -5.6485
280.53 -0.0012741 97.227 0.51148 -5.6407
285.7 -0.001339 97.665 0.51136 -5.75
289.81 -0.0014 98.024 0.5113 -5.7735
295.59 -0.0015945 99.016 0.51142 -5.6328
