 0.00000000e+00 1.00012159e+00 1.00020498e+00 1.00032347e+00 1.00033883e+00 1.00024448e+00 1.00001626e+00 1.00021814e+00 1.00018742e+00 1.00008429e+00 1.00004259e+00 1.00005796e+00 1.00000310e+00 9.99893378e-01 9.99735384e-01 9.99761716e-01 9.99814381e-01 9.99827547e-01 9.99748550e-01 9.99748550e-01 9.99761716e-01 9.99856074e-01 9.99774883e-01 9.99790243e-01 9.99856074e-01 9.99801215e-01 9.99790243e-01 9.99842908e-01 9.99987736e-01 1.00020498e+00 1.00025984e+00 1.00046172e+00 1.00032347e+00 1.00033883e+00 1.00034981e+00 1.00043100e+00 1.00082159e+00 1.00084573e+00 1.00081940e+00 1.00077990e+00 1.00081940e+00 1.00076673e+00 1.00056266e+00 1.00033664e+00 1.00029933e+00 1.00031250e+00 1.00012379e+00 1.00011062e+00 1.00001846e+00 9.99976764e-01 9.99856074e-01 9.99790243e-01 9.99763911e-01 9.99801215e-01 9.99722218e-01 9.99654193e-01 9.99533503e-01 9.99417202e-01 9.99562030e-01 9.99496199e-01 9.99454506e-01 9.99373315e-01 9.99452312e-01 9.99588362e-01 9.99706857e-01 9.99706857e-01 9.99641027e-01 9.99695886e-01 9.99829742e-01 9.99845102e-01 9.99840713e-01 9.99777077e-01 9.99788049e-01 9.99906544e-01
 1.50000000e+01 1.00060252e+00 1.00012612e+00 9.99600969e-01 9.99627559e-01 9.99643070e-01 9.99587674e-01 9.99452509e-01 9.99463588e-01 9.99383818e-01 9.99399329e-01 9.99277459e-01 9.99235358e-01 9.99179962e-01 9.99058092e-01 9.98936222e-01 9.98801056e-01 9.98949517e-01 9.99007128e-01 9.98936222e-01 9.98900768e-01 9.99206552e-01 9.99441430e-01 9.99993170e-01 9.99977660e-01 9.99884595e-01 9.99895674e-01 1.00006186e+00 1.00000647e+00 9.99953286e-01 9.99897890e-01 1.00015714e+00 1.00018152e+00 1.00019481e+00 1.00026350e+00 1.00046736e+00 1.00045185e+00 1.00054713e+00 1.00038537e+00 1.00011282e+00 9.99818120e-01 9.99937775e-01 1.00002198e+00 9.99860221e-01 9.99979875e-01 9.99900106e-01 9.99964365e-01 1.00004635e+00 9.99939991e-01 9.99749430e-01 9.99791530e-01 9.99871300e-01 9.99725056e-01 9.99751645e-01 9.99654149e-01 9.99696250e-01 9.99481315e-01 9.99625343e-01 1.00019924e+00 1.00066900e+00 1.00058701e+00 1.00068229e+00 1.00074877e+00 1.00079087e+00 1.00089944e+00 1.00088393e+00 1.00111659e+00 1.00104790e+00 1.00099251e+00 1.00118307e+00 1.00116977e+00 1.00126284e+00 1.00130494e+00 1.00139800e+00
 3.00000000e+01 1.00105928e+00 1.00057375e+00 9.99969042e-01 9.99916075e-01 9.99818968e-01 9.99737311e-01 9.99766001e-01 9.99766001e-01 9.99657860e-01 9.99507786e-01 9.99536477e-01 9.99362127e-01 9.99238537e-01 9.99201018e-01 9.99306953e-01 9.99134809e-01 9.99132602e-01 9.99119361e-01 9.99079635e-01 9.99187777e-01 9.99229709e-01 1.00002201e+00 1.00082976e+00 1.00084300e+00 1.00072162e+00 1.00069513e+00 1.00073265e+00 1.00075031e+00 1.00078783e+00 1.00084300e+00 1.00066865e+00 1.00080107e+00 1.00076355e+00 1.00076355e+00 1.00074810e+00 1.00092466e+00 1.00086948e+00 1.00030450e+00 9.99724069e-01 9.99629169e-01 9.99573995e-01 9.99443784e-01 9.99536477e-01 9.99710827e-01 9.99657860e-01 9.99629169e-01 9.99576202e-01 9.99507786e-01 9.99439371e-01 9.99280469e-01 9.99187777e-01 9.99227502e-01 9.99092877e-01 9.99121568e-01 9.99079635e-01 9.99039910e-01 9.99026668e-01 9.99576202e-01 1.00024933e+00 1.00042588e+00 1.00042809e+00 1.00054727e+00 1.00041264e+00 1.00054727e+00 1.00054727e+00 1.00069293e+00 1.00060244e+00 1.00070838e+00 1.00073486e+00 1.00054727e+00 1.00078783e+00 1.00074810e+00 1.00058920e+00
 4.50000000e+01 1.00012387e+00 9.99611612e-01 9.98956447e-01 9.98699218e-01 9.98729998e-01 9.98727799e-01 9.98712409e-01 9.98672836e-01 9.98686027e-01 9.98672836e-01 9.98578299e-01 9.98446386e-01 9.98780564e-01 9.98631064e-01 9.98591490e-01 9.98740990e-01 9.98591490e-01 9.98738792e-01 9.98888293e-01 9.99059779e-01 9.98980631e-01 9.99934797e-01 1.00087137e+00 1.00089996e+00 1.00106265e+00 1.00090215e+00 1.00095492e+00 1.00093953e+00 1.00088896e+00 1.00088676e+00 1.00115718e+00 1.00085818e+00 1.00092634e+00 1.00089996e+00 1.00089996e+00 1.00112860e+00 1.00099229e+00 1.00049762e+00 9.99666575e-01 9.99488493e-01 9.99530266e-01 9.99530266e-01 9.99530266e-01 9.99519273e-01 9.99506082e-01 9.99545655e-01 9.99477501e-01 9.99319206e-01 9.99530266e-01 9.99451118e-01 9.99640193e-01 9.99611612e-01 9.99637994e-01 9.99734730e-01 9.99519273e-01 9.99437927e-01 9.99506082e-01 1.00013706e+00 1.00111761e+00 1.00108903e+00 1.00111541e+00 1.00115499e+00 1.00130229e+00 1.00124952e+00 1.00116818e+00 1.00122314e+00 1.00123633e+00 1.00122314e+00 1.00123413e+00 1.00135725e+00 1.00137264e+00 1.00127810e+00 1.00123633e+00
 6.00000000e+01 1.00108080e+00 1.00074688e+00 9.99966987e-01 9.99872521e-01 1.00004827e+00 9.99966987e-01 9.99859340e-01 9.99966987e-01 9.99793434e-01 9.99793434e-01 9.99804418e-01 9.99727528e-01 9.99861537e-01 9.99780253e-01 9.99751693e-01 9.99980168e-01 1.00005926e+00 1.00009880e+00 9.99980168e-01 9.99859340e-01 9.99916459e-01 1.00062385e+00 1.00136200e+00 1.00141472e+00 1.00133344e+00 1.00133344e+00 1.00101270e+00 1.00101270e+00 1.00102808e+00 1.00081498e+00 1.00082377e+00 1.00078422e+00 1.00069195e+00 1.00063703e+00 1.00059749e+00 1.00044810e+00 1.00051840e+00 9.99843962e-01 9.99108011e-01 9.98815827e-01 9.98705983e-01 9.98802646e-01 9.98908095e-01 9.98932261e-01 9.98829008e-01 9.98868552e-01 9.98677424e-01 9.98839992e-01 9.98919080e-01 9.98800449e-01 9.98813630e-01 9.98747724e-01 9.98705983e-01 9.98879536e-01 9.99013545e-01 9.99044301e-01 9.98894914e-01 9.99593519e-01 1.00020645e+00 1.00036682e+00 1.00043712e+00 1.00030091e+00 1.00028773e+00 1.00034265e+00 1.00054476e+00 1.00062385e+00 1.00072930e+00 1.00074248e+00 1.00079960e+00 1.00061067e+00 1.00058211e+00 1.00063703e+00 1.00069195e+00
 7.50000000e+01 1.00006875e+00 9.99682168e-01 9.99414194e-01 9.99480089e-01 9.99506447e-01 9.99561360e-01 9.99545984e-01 9.99748063e-01 9.99774421e-01 9.99721705e-01 9.99695347e-01 9.99693151e-01 9.99774421e-01 9.99844710e-01 9.99963321e-01 1.00001823e+00 1.00005777e+00 9.99950142e-01 9.99897426e-01 9.99952339e-01 1.00001823e+00 1.00035210e+00 1.00080898e+00 1.00078262e+00 1.00072771e+00 1.00066181e+00 1.00055418e+00 1.00049927e+00 1.00045973e+00 1.00036528e+00 1.00001604e+00 1.00015002e+00 9.99925981e-01 9.99884247e-01 9.99829334e-01 9.99921588e-01 1.00000286e+00 9.99603094e-01 9.99293386e-01 9.99187953e-01 9.99133041e-01 9.99288993e-01 9.99427373e-01 9.99458124e-01 9.99640434e-01 9.99600897e-01 9.99482286e-01 9.99653613e-01 9.99732688e-01 9.99910605e-01 9.99976500e-01 9.99844710e-01 9.99816155e-01 9.99785404e-01 9.99827138e-01 9.99868871e-01 9.99910605e-01 1.00021592e+00 1.00055199e+00 1.00048829e+00 1.00056956e+00 1.00059372e+00 1.00066181e+00 1.00058054e+00 1.00051245e+00 1.00045973e+00 1.00053002e+00 1.00055418e+00 1.00048609e+00 1.00029719e+00 1.00043337e+00 1.00020274e+00 1.00011049e+00
 9.00000000e+01 9.99499059e-01 9.99675092e-01 9.99457251e-01 9.99455051e-01 9.99672892e-01 9.99686094e-01 9.99877530e-01 9.99809317e-01 9.99661890e-01 9.99807117e-01 9.99780712e-01 9.99807117e-01 9.99930340e-01 1.00003596e+00 1.00006237e+00 9.99888532e-01 1.00000735e+00 1.00009097e+00 1.00020979e+00 1.00037042e+00 1.00039903e+00 1.00042543e+00 1.00034182e+00 1.00019879e+00 1.00018559e+00 1.00011738e+00 1.00004916e+00 1.00018339e+00 1.00015918e+00 1.00023620e+00 1.00022520e+00 1.00010417e+00 9.99930340e-01 9.99780712e-01 9.99983150e-01 9.99901735e-01 9.99820320e-01 9.99754307e-01 9.99793915e-01 9.99875330e-01 1.00000735e+00 9.99914937e-01 9.99809317e-01 9.99835722e-01 9.99954545e-01 9.99914937e-01 1.00004916e+00 1.00013058e+00 1.00009097e+00 1.00008877e+00 9.99943543e-01 1.00011738e+00 1.00006457e+00 9.99969948e-01 9.99954545e-01 9.99939142e-01 1.00017239e+00 1.00024940e+00 1.00031981e+00 1.00011958e+00 1.00007557e+00 9.99969948e-01 1.00006237e+00 1.00034842e+00 1.00018339e+00 1.00015698e+00 9.99983150e-01 1.00010197e+00 1.00026480e+00 1.00022300e+00 9.99941342e-01 9.99956745e-01 9.99835722e-01
 1.05000000e+02 1.00015840e+00 1.00058968e+00 1.00082953e+00 1.00117939e+00 1.00112658e+00 1.00113759e+00 1.00094835e+00 1.00109798e+00 1.00098796e+00 1.00089554e+00 1.00105837e+00 1.00100556e+00 1.00108478e+00 1.00097696e+00 1.00072171e+00 1.00071951e+00 1.00103197e+00 1.00093735e+00 1.00100336e+00 1.00101656e+00 1.00085813e+00 1.00042685e+00 1.00005058e+00 9.99958162e-01 9.99850341e-01 9.99808533e-01 9.99823936e-01 9.99487272e-01 9.99729318e-01 9.99513677e-01 9.99447665e-01 9.99432262e-01 9.99339844e-01 9.99245226e-01 9.99124203e-01 9.99273832e-01 9.99124203e-01 9.99432262e-01 9.99900951e-01 1.00010339e+00 9.99984567e-01 1.00002637e+00 1.00013199e+00 1.00021341e+00 1.00027942e+00 1.00017380e+00 1.00025302e+00 1.00023982e+00 1.00046866e+00 1.00029043e+00 1.00031903e+00 1.00007478e+00 1.00012979e+00 1.00014520e+00 1.00014300e+00 1.00010339e+00 1.00030363e+00 1.00004838e+00 9.99513677e-01 9.99379452e-01 9.99216621e-01 9.99163811e-01 9.99282633e-01 9.98974575e-01 9.98950370e-01 9.98926166e-01 9.98910763e-01 9.98585101e-01 9.98598303e-01 9.98692921e-01 9.98745731e-01 9.98666516e-01 9.98626909e-01
 1.20000000e+02 9.99229758e-01 9.99877782e-01 1.00035108e+00 1.00082438e+00 1.00067620e+00 1.00060985e+00 1.00071159e+00 1.00069168e+00 1.00077351e+00 1.00081111e+00 1.00082217e+00 1.00087746e+00 1.00072928e+00 1.00057889e+00 1.00067399e+00 1.00078236e+00 1.00101016e+00 1.00087746e+00 1.00101238e+00 1.00104113e+00 1.00087746e+00 1.00007904e+00 9.99243029e-01 9.99176678e-01 9.99001955e-01 9.99136868e-01 9.99176678e-01 9.98840502e-01 9.98597217e-01 9.98705590e-01 9.98760882e-01 9.98851561e-01 9.98864831e-01 9.98840502e-01 9.98840502e-01 9.98745400e-01 9.99028495e-01 9.99623438e-01 1.00016309e+00 1.00066072e+00 1.00068726e+00 1.00075361e+00 1.00063418e+00 1.00097257e+00 1.00110527e+00 1.00091948e+00 1.00090621e+00 1.00116056e+00 1.00108094e+00 1.00093054e+00 1.00073149e+00 1.00076688e+00 1.00079784e+00 1.00091727e+00 1.00110527e+00 1.00074034e+00 1.00097478e+00 1.00016309e+00 9.99176678e-01 9.99161196e-01 9.99055036e-01 9.99015225e-01 9.99015225e-01 9.99083787e-01 9.98893583e-01 9.98986473e-01 9.99311591e-01 9.99366883e-01 9.99231970e-01 9.99163408e-01 9.99028495e-01 9.98891371e-01 9.99094846e-01
 1.35000000e+02 9.99568449e-01 1.00034088e+00 1.00093796e+00 1.00134859e+00 1.00153726e+00 1.00150841e+00 1.00139964e+00 1.00150841e+00 1.00156390e+00 1.00155946e+00 1.00161273e+00 1.00165490e+00 1.00146623e+00 1.00126425e+00 1.00129088e+00 1.00108668e+00 1.00104894e+00 1.00085805e+00 1.00085805e+00 1.00106004e+00 1.00088247e+00 1.00007452e+00 9.99297654e-01 9.99000224e-01 9.98986906e-01 9.98933635e-01 9.99069032e-01 9.99164476e-01 9.99255481e-01 9.99202210e-01 9.99146719e-01 9.99177794e-01 9.99151159e-01 9.99175574e-01 9.99286556e-01 9.99459687e-01 9.99339827e-01 9.99732702e-01 1.00081810e+00 1.00098013e+00 1.00092464e+00 1.00068048e+00 1.00086915e+00 1.00092686e+00 1.00103119e+00 1.00088469e+00 1.00080256e+00 1.00079147e+00 1.00073376e+00 1.00102009e+00 1.00084252e+00 1.00073376e+00 1.00058726e+00 1.00065385e+00 1.00058504e+00 1.00043632e+00 1.00065385e+00 9.99772655e-01 9.98782700e-01 9.98483050e-01 9.98349872e-01 9.98405363e-01 9.97941460e-01 9.97861553e-01 9.97996951e-01 9.98147886e-01 9.98050222e-01 9.98283283e-01 9.98216694e-01 9.98067979e-01 9.98307699e-01 9.98392045e-01 9.98174521e-01
