I1(135deg) X DEG X DEG
1.9 -0.00028038 96.008 0.97004 1.5703
1.8 -3.0518E-5 90.86 0.9701 1.5703
1.7 6.2943E-5 88.61 0.96998 1.5703
1.6 0.00013733 86.922 0.96991 1.5703
1.5 -6.1036E-5 91.258 0.96998 1.5703
1.4 0.00033188 83.086 0.96979 1.5703
1.3 -5.3406E-5 91.047 0.96991 1.5625
1.2 -0.00025177 95.415 0.96985 1.5703
1.1 -0.00028801 96.43 0.96991 1.5703
1 -0.00052834 101.23 0.96991 1.5703
0.9 -0.00071526 105.34 0.96998 1.5703
0.8 -0.00072289 105.51 0.96998 1.5703
0.7 -0.00056267 102.15 0.96991 1.5703
0.6 -0.0007 104.56 0.97022 1.5703
0.5 -0.00039101 98.227 0.96985 1.5703
0.4 -0.00056076 101.96 0.96998 1.5625
0.3 -0.00044441 99.446 0.9701 1.5625
0.2 -0.00049401 100.59 0.96998 1.5703
0.1 -0.00086785 108.62 0.96998 1.5625
1.110223E-16 -0.0013828 118.06 0.97016 1.5625
-0.1 -0.0022755 130.95 0.97028 1.5625
-0.2 -0.0023442 131.88 0.96991 1.5703
-0.3 -0.00094033 109.63 0.9701 1.5703
-0.4 -0.00067521 104.17 0.97022 1.5703
-0.5 -0.00048638 100.08 0.97028 1.5703
-0.6 -0.0001812 93.821 0.97034 1.5625
-0.7 -9.7275E-5 92.188 0.97004 1.5703
-0.8 -0.00030518 96.657 0.96985 1.5703
-0.9 -5.7221E-5 91.196 0.97004 1.5703
-1 -0.00032044 97.04 0.9701 1.5703
-1.1 -0.00014687 93.165 0.97022 1.5625
-1.2 -8.5831E-5 92.079 0.9701 1.5625
-1.3 -2.6703E-5 90.579 0.97022 1.5625
-1.4 -6.485E-5 91.376 0.9701 1.5703
-1.5 -1.3352E-5 90.391 0.97016 1.5703
-1.6 -0.0002594 95.54 0.97016 1.5703
-1.7 -0.00016022 93.43 0.97016 1.5703
-1.8 -5.5313E-5 91.001 0.97016 1.5703
-1.9 -0.00012207 92.79 0.96985 1.5703
-2 -0.00022888 94.985 0.9701 1.5703
