I1(135deg) X DEG X DEG
1.9 -0.0010967 121.5 0.9477 1.4531
1.8 -0.0012417 124.48 0.94782 1.4453
1.7 -0.0012417 124 0.94776 1.4531
1.6 -0.0012131 124.11 0.9477 1.4531
1.5 -0.0012627 125.42 0.9477 1.4609
1.4 -0.0012646 124.73 0.94788 1.4531
1.3 -0.0013695 127.34 0.94794 1.4531
1.2 -0.0014668 129.29 0.94782 1.4609
1.1 -0.0016117 132.17 0.94776 1.4609
1 -0.0014458 129.46 0.94776 1.4609
0.9 -0.0013866 127.63 0.9477 1.4688
0.8 -0.0015221 130.34 0.9477 1.4688
0.7 -0.0014763 129.52 0.94788 1.4688
0.6 -0.0015068 129.79 0.94794 1.4688
0.5 -0.0014839 129.86 0.948 1.4688
0.4 -0.001627 132.38 0.94794 1.4688
0.3 -0.0016518 132.71 0.94806 1.4688
0.2 -0.0015907 131.81 0.94818 1.4688
0.1 -0.0019112 137.53 0.94818 1.4688
1.110223E-16 -0.0030804 150.67 0.94818 1.4688
-0.1 -0.0054322 162.34 0.94818 1.4688
-0.2 -0.0056916 163.09 0.94812 1.4688
-0.3 -0.0059471 163.56 0.94825 1.4688
-0.4 -0.0039807 155.74 0.94825 1.4688
-0.5 -0.0017357 134.18 0.94812 1.4688
-0.6 -0.0015736 131.24 0.948 1.4688
-0.7 -0.0016861 133.5 0.948 1.4609
-0.8 -0.0014935 129.48 0.94812 1.4688
-0.9 -0.0015545 130.4 0.94825 1.4688
-1 -0.0015812 130.91 0.94831 1.4688
-1.1 -0.0014267 128.08 0.94849 1.4688
-1.2 -0.0015297 130.2 0.94849 1.4688
-1.3 -0.0015717 130.96 0.94855 1.4688
-1.4 -0.0013447 126.37 0.94849 1.4688
-1.5 -0.001688 132.79 0.94855 1.4688
-1.6 -0.00173 133.88 0.94873 1.4688
-1.7 -0.0015755 130.77 0.94867 1.4688
-1.8 -0.0016708 132.92 0.94855 1.4609
-1.9 -0.0017033 133.02 0.94837 1.4609
-2 -0.0015488 130.38 0.94837 1.4688
