I1(135deg) X DEG X DEG
-2 -8.5831E-5 91.922 0.9704 1.5781
-1.9 -9.1553E-5 91.969 0.97016 1.5781
-1.8 -0.00021935 94.61 0.97022 1.5781
-1.7 -0.00016022 93.477 0.97022 1.5781
-1.6 -0.00019455 94.407 0.97016 1.5938
-1.5 -0.00012016 92.665 0.97022 1.5859
-1.4 -0.00018501 93.868 0.97016 1.5859
-1.3 -0.00017166 93.602 0.97016 1.5859
-1.2 -0.00011635 92.532 0.96998 1.5859
-1.1 9.1553E-5 87.969 0.96979 1.5938
-1 -9.5368E-6 90.422 0.96979 1.5938
-0.9 -4.9591E-5 90.969 0.96985 1.5859
-0.8 0.00013924 87.008 0.96985 1.5859
-0.7 -7.6294E-5 91.79 0.9701 1.5781
-0.6 9.1553E-5 87.704 0.97016 1.5781
-0.5 0.00015831 86.493 0.96991 1.5781
-0.4 5.7221E-6 89.922 0.96991 1.5703
-0.3 5.7221E-6 90.032 0.96991 1.5703
-0.2 -7.8202E-5 91.782 0.97004 1.5703
-0.1 -0.0002861 96.227 0.96991 1.5703
1.110223E-16 -0.00045204 100.02 0.96991 1.5703
0.1 -0.0013714 117.74 0.96991 1.5703
0.2 -0.002039 128.19 0.97016 1.5703
0.3 -0.0025883 134.79 0.9701 1.5703
0.4 -0.00053025 101.13 0.96991 1.5703
0.5 -0.00043679 99.407 0.97022 1.5781
0.6 -0.0001812 93.883 0.97034 1.5703
0.7 -0.00016403 93.352 0.97028 1.5703
0.8 -8.5831E-5 91.563 0.97034 1.5703
0.9 -5.5313E-5 91.149 0.97016 1.5703
1 -2.0981E-5 90.461 0.97028 1.5625
1.1 1.9074E-5 89.383 0.97022 1.5703
1.2 0.00014687 86.907 0.96991 1.5703
1.3 0.00014496 86.696 0.96979 1.5703
1.4 0.00013733 86.852 0.96991 1.5703
1.5 5.7221E-5 88.735 0.96979 1.5703
1.6 7.6295E-6 89.743 0.96985 1.5703
1.7 7.6295E-6 89.743 0.96991 1.5703
1.8 2.0981E-5 89.415 0.96991 1.5781
1.9 2.2888E-5 89.665 0.96991 1.5703
