I1(135deg) X DEG X DEG
-2 -0.0008297 108.58 0.96766 1.5625
-1.9 -0.00069809 105.71 0.96759 1.5625
-1.8 -0.00091935 110.54 0.96735 1.5547
-1.7 -0.0010777 113.66 0.96759 1.5625
-1.6 -0.00096131 111.34 0.96759 1.5547
-1.5 -0.0010185 112.91 0.96772 1.5547
-1.4 -0.0010357 113.13 0.96759 1.5547
-1.3 -0.00107 113.72 0.96784 1.5547
-1.2 -0.0010834 113.83 0.96796 1.5547
-1.1 -0.00097466 111.89 0.96808 1.5547
-1 -0.0010967 114.06 0.96833 1.5547
-0.9 -0.00096894 111.63 0.96808 1.5547
-0.8 -0.00096131 111.45 0.9679 1.5547
-0.7 -0.00088692 109.7 0.96796 1.5547
-0.6 -0.0008049 107.88 0.96796 1.5547
-0.5 -0.00084687 108.94 0.9679 1.5625
-0.4 -0.001133 114.31 0.9679 1.5625
-0.3 -0.0011273 114.79 0.96802 1.5625
-0.2 -0.0013218 118.17 0.96796 1.5625
-0.1 -0.0012741 117.52 0.96802 1.5625
1.110223E-16 -0.0016289 123.32 0.96808 1.5625
0.1 -0.0023556 133.92 0.96796 1.5703
0.2 -0.0028534 139.8 0.96814 1.5625
0.3 -0.0031319 142.43 0.96808 1.5625
0.4 -0.0011864 115.62 0.96802 1.5625
0.5 -0.001091 114.05 0.96802 1.5547
0.6 -0.0008564 109.19 0.9682 1.5469
0.7 -0.001112 114.01 0.96808 1.5547
0.8 -0.0006733 105.13 0.96808 1.5469
0.9 -0.0006733 104.86 0.9682 1.5469
1 -0.00073052 106.29 0.9682 1.5547
1.1 -0.00036621 98.376 0.96796 1.5547
1.2 -0.00048638 101.08 0.96808 1.5547
1.3 -0.00049401 101.18 0.96814 1.5547
1.4 -0.00025368 95.805 0.96802 1.5625
1.5 -0.00057793 102.81 0.9679 1.5547
1.6 -0.0003891 98.688 0.96796 1.5547
1.7 -0.00033188 97.665 0.96802 1.5547
1.8 -0.00039864 99.211 0.96802 1.5469
1.9 -0.00044823 100.35 0.96796 1.5547
