I1(135deg) X DEG X DEG
1.9 0.00050736 78.618 0.79267 1.6641
1.8 0.00070191 74.297 0.79193 1.6797
1.7 0.00059891 76.18 0.79212 1.6719
1.6 0.00061417 75.844 0.79102 1.6953
1.5 0.00050164 78.774 0.79102 1.6953
1.4 0.00063134 75.524 0.79047 1.7031
1.3 0.00061799 75.704 0.79029 1.7031
1.2 0.00039292 81.321 0.79102 1.6875
1.1 0.00060273 76.188 0.79077 1.7031
1 0.00027657 83.422 0.7912 1.6797
0.9 0.00053978 77.36 0.79126 1.6797
0.8 0.0006485 74.985 0.79016 1.7031
0.7 0.00068093 74.305 0.7901 1.7031
0.6 0.00079155 72.157 0.79004 1.7031
0.5 0.00093651 67.618 0.78998 1.7031
0.4 0.00065804 75.555 0.78974 1.7031
0.3 0.00055886 76.969 0.79077 1.6797
0.2 0.00060654 75.961 0.78962 1.7188
0.1 0.00068474 73.688 0.78974 1.7188
1.110223E-16 0.00018311 85.883 0.78992 1.7109
-0.1 -0.0014362 121.53 0.79029 1.7031
-0.2 -0.0043869 151.95 0.78986 1.7188
-0.3 -0.0046101 153.46 0.78943 1.7266
-0.4 -0.0044804 153.06 0.78949 1.7188
-0.5 -0.0042343 152.43 0.78852 1.75
-0.6 0.00080681 70.852 0.78839 1.7578
-0.7 0.00057984 76.704 0.78827 1.7578
-0.8 0.00053978 77.227 0.78943 1.7266
-0.9 0.00056839 76.383 0.78962 1.7188
-1 0.00083161 70.305 0.78919 1.7344
-1.1 0.00057602 76.313 0.78852 1.75
-1.2 0.0005188 77.704 0.78888 1.7344
-1.3 0.00043106 79.376 0.78925 1.7266
-1.4 0.00056267 76.626 0.78925 1.7266
-1.5 0.00056839 76.36 0.78882 1.7344
-1.6 0.00040054 80.704 0.78888 1.7344
-1.7 0.0004158 80.235 0.78931 1.7266
-1.8 0.00083161 69.813 0.78864 1.7422
-1.9 0.00073052 72.422 0.78797 1.75
-2 0.0007782 71.633 0.78809 1.75
