##Alpha(50mT) X DEG X DEG
0.2 -3.624E-5 -90.485 0.13318 2.375
5.01 -5.3406E-5 -90.672 0.13336 2.2422
9.78 -0.00012541 -91.579 0.13318 2.2266
14.66 -0.00026274 -93.344 0.13318 2.2891
20.55 -0.00038624 -94.852 0.13318 2.4297
25.1 -0.00054407 -96.821 0.13312 2.3516
29.95 -0.00070334 -98.79 0.13318 2.3203
34.87 -0.00084353 -100.49 0.13318 2.3516
40.29 -0.0010147 -102.41 0.13324 2.3203
45.28 -0.001204 -104.81 0.13324 2.3203
49.72 -0.0013304 -106.2 0.13312 2.4297
55.38 -0.0014844 -107.8 0.13324 2.3594
60.13 -0.0016766 -110.16 0.13324 2.375
64.95 -0.0018287 -111.73 0.13324 2.3594
70.47 -0.0019298 -112.54 0.13324 2.2969
75.53 -0.0020414 -113.76 0.1333 2.2578
80.51 -0.0021138 -114.36 0.13324 2.2969
85.78 -0.002151 -114.79 0.13336 2.2734
89.74 -0.0021463 -114.87 0.13324 2.2031
95.07 -0.0021043 -114.62 0.1333 2.2969
100.31 -0.0020142 -113.58 0.1333 2.3125
105.56 -0.0018864 -112.27 0.13318 2.3203
109.76 -0.0017643 -110.86 0.13312 2.375
115.28 -0.0016651 -110.03 0.13324 2.3281
120.24 -0.0015178 -108.47 0.13318 2.2422
125.66 -0.0013304 -106.13 0.13324 2.3203
130.64 -0.0011888 -104.5 0.13336 2.2813
134.96 -0.0010791 -103.25 0.13324 2.3594
139.98 -0.00090838 -101.2 0.13342 2.2422
145.04 -0.00080014 -99.985 0.13336 2.2266
150.13 -0.00062514 -97.735 0.13342 2.2422
155.11 -0.00049925 -96.297 0.13336 2.2969
160.13 -0.00035668 -94.524 0.1333 2.2969
165.31 -0.00023747 -92.954 0.1333 2.3438
170.46 -0.00015736 -92.008 0.13324 2.2891
175.41 -5.3883E-5 -90.719 0.13342 2.2578
180.5 -2.9087E-5 -90.352 0.13324 2.3281
185.59 -8.7262E-5 -91.086 0.1333 2.3125
189.73 -0.00011778 -91.516 0.1333 2.2891
195.59 -0.00026512 -93.376 0.13318 2.2969
200.58 -0.00039196 -94.946 0.13318 2.3203
204.76 -0.00053311 -96.735 0.1333 2.2969
210.64 -0.00067568 -98.422 0.1333 2.2578
215.29 -0.00083638 -100.36 0.13318 2.2891
220 -0.0010009 -102.25 0.13324 2.2266
225.07 -0.0011954 -104.65 0.1333 2.3438
230.76 -0.0013733 -106.62 0.1333 2.2422
235.66 -0.001502 -107.81 0.13324 2.3203
240.44 -0.0017133 -110.63 0.13318 2.2578
245.47 -0.001833 -111.77 0.13318 2.2266
250.29 -0.0019517 -112.95 0.13318 2.1875
255.27 -0.0020933 -114.63 0.13312 2.1719
260.31 -0.0021725 -115.28 0.13318 2.2031
265.31 -0.0021906 -115.2 0.13318 2.3203
270.42 -0.0021787 -115.16 0.13318 2.2969
275.43 -0.0021472 -115.13 0.13306 2.2422
280.53 -0.0020061 -113.21 0.13312 2.3047
285.7 -0.001883 -112.09 0.13306 2.2422
289.81 -0.0018082 -111.4 0.13312 2.2188
295.59 -0.0016613 -109.98 0.13318 2.2578
299.91 -0.0015116 -108.13 0.13312 2.3203
304.84 -0.0013938 -106.79 0.13318 2.1719
309.79 -0.0012727 -105.7 0.13306 2.2734
315.08 -0.001101 -103.65 0.13318 2.2891
320.33 -0.00093937 -101.67 0.13318 2.4219
325.3 -0.00079155 -99.969 0.13318 2.375
330.31 -0.00064135 -98.071 0.13318 2.2578
335.64 -0.00044728 -95.579 0.13318 2.375
340.66 -0.00037813 -94.727 0.13324 2.375
345.61 -0.00024176 -93.063 0.13318 2.375
350.69 -0.00013447 -91.727 0.13312 2.3984
354.75 -6.1989E-5 -90.758 0.13324 2.2969
360.21 -5.0545E-5 -90.641 0.13324 2.2891
0.2 -5.1499E-5 -90.641 0.13312 2.3047
5.01 -0.00012779 -91.68 0.13312 2.2734
9.78 -0.00014877 -91.891 0.13324 2.3203
14.66 -0.00024796 -93.133 0.13318 2.375
20.55 -0.00039339 -95.001 0.13318 2.2969
25.1 -0.00053359 -96.688 0.13318 2.3516
29.95 -0.00069237 -98.618 0.13324 2.2891
34.87 -0.00085688 -100.65 0.13312 2.3594
40.29 -0.0010224 -102.56 0.13318 2.2891
45.28 -0.0011997 -104.61 0.13318 2.3203
49.72 -0.0013557 -106.45 0.13312 2.3203
55.38 -0.0015698 -108.95 0.13318 2.375
60.13 -0.0016704 -109.84 0.13318 2.4141
64.95 -0.0018296 -111.52 0.13306 2.4297
70.47 -0.0020008 -113.54 0.13324 2.3281
75.53 -0.0021124 -114.76 0.13324 2.2891
80.51 -0.0021534 -114.76 0.13324 2.2734
85.78 -0.0021944 -115.38 0.1333 2.3203
89.74 -0.0022164 -115.82 0.13324 2.2422
95.07 -0.0021301 -114.72 0.13318 2.2188
100.31 -0.0020685 -114.27 0.13324 2.2891
105.56 -0.0019431 -113.06 0.13318 2.2734
109.76 -0.0018549 -112.23 0.13318 2.2578
115.28 -0.0016818 -110.09 0.13324 2.3281
120.24 -0.0015788 -109.13 0.13324 2.2891
125.66 -0.0014229 -107.38 0.13318 2.3281
130.64 -0.0012555 -105.52 0.13318 2.2031
134.96 -0.0011301 -103.93 0.13312 2.3203
139.98 -0.00099135 -102.34 0.13324 2.2578
145.04 -0.00084973 -100.66 0.13336 2.2578
150.13 -0.00067473 -98.422 0.1333 2.2891
155.11 -0.00054741 -96.829 0.13336 2.2969
160.13 -0.0003891 -94.938 0.1333 2.2969
165.31 -0.00024271 -93.063 0.13324 2.375
170.46 -0.0001688 -92.11 0.13318 2.2891
175.41 -9.8706E-5 -91.235 0.13318 2.3203
180.5 -4.53E-5 -90.602 0.13324 2.3594
185.59 -4.1008E-5 -90.516 0.13342 2.3281
189.73 -0.00015402 -91.946 0.13324 2.375
195.59 -0.00030136 -93.821 0.13318 2.3516
200.58 -0.00039101 -94.907 0.13312 2.2891
204.76 -0.00049448 -96.118 0.13318 2.2578
210.64 -0.00069809 -98.704 0.13318 2.2734
215.29 -0.00084496 -100.53 0.13324 2.1719
220 -0.0010018 -102.31 0.13324 2.2969
225.07 -0.0011754 -104.34 0.13318 2.2734
230.76 -0.0014124 -107.34 0.13318 2.2422
235.66 -0.0015164 -108.31 0.13312 2.1406
240.44 -0.0016747 -109.9 0.13318 2.2578
245.47 -0.0018697 -112.27 0.13312 2.3203
250.29 -0.001977 -113.26 0.1333 2.1875
255.27 -0.0020914 -114.47 0.13318 2.2578
260.31 -0.0021768 -115.22 0.13318 2.2578
265.31 -0.0022264 -115.77 0.13318 2.2031
270.42 -0.0021997 -115.41 0.13318 2.2422
275.43 -0.0021415 -114.78 0.13318 2.2891
280.53 -0.0020571 -113.99 0.13312 2.2578
285.7 -0.0019527 -113.04 0.13318 2.2188
289.81 -0.0018311 -111.58 0.1333 2.2188
295.59 -0.001699 -110.33 0.13324 2.2266
299.91 -0.0015912 -109.2 0.13324 2.2578
304.84 -0.00142 -107.19 0.13324 2.2891
309.79 -0.0012479 -105.15 0.13324 2.2188
315.08 -0.0011196 -103.79 0.1333 2.2188
320.33 -0.00096083 -101.87 0.1333 2.2422
325.3 -0.00077343 -99.524 0.1333 2.1563
330.31 -0.00065852 -98.188 0.1333 2.1953
335.64 -0.00051403 -96.454 0.1333 2.2734
340.66 -0.00035477 -94.461 0.1333 2.2969
345.61 -0.00024033 -92.993 0.13318 2.3984
350.69 -0.00011969 -91.469 0.1333 2.1875
354.75 -4.7684E-5 -90.618 0.13318 2.2031
360.21 -2.6703E-5 -90.344 0.13318 2.2266
0.2 -4.3392E-5 -90.563 0.1333 2.2734
5.01 -6.9142E-5 -90.844 0.13312 2.2656
