##Alpha(50mT) X DEG X DEG
0.2 4.1008E-5 -89.594 0.13306 2.2891
5.01 0.00011396 -88.805 0.133 2.2656
9.78 0.00012016 -88.688 0.13312 2.2188
14.66 0.00010061 -88.946 0.13306 2.4063
20.55 8.5831E-5 -89.141 0.13306 2.3203
25.1 -8.5831E-6 -90.071 0.13312 2.2891
29.95 -0.00012779 -91.336 0.13324 2.2578
34.87 -0.00022411 -92.407 0.13294 2.1484
40.29 -0.00027085 -92.829 0.13306 2.2344
45.28 -0.00042248 -94.407 0.133 2.3203
49.72 -0.00050831 -95.313 0.13312 2.2891
55.38 -0.0006404 -96.696 0.133 2.2656
60.13 -0.00073338 -97.579 0.133 2.2422
64.95 -0.00086022 -98.852 0.13294 2.3203
70.47 -0.00099421 -100.19 0.13312 2.3281
75.53 -0.001142 -101.76 0.13294 2.3047
80.51 -0.0012651 -102.97 0.13294 2.3359
85.78 -0.0013723 -103.98 0.13294 2.4531
89.74 -0.0013933 -104.22 0.13306 2.2734
95.07 -0.0013828 -103.95 0.13306 2.375
100.31 -0.0013933 -104.09 0.13306 2.3594
105.56 -0.0013938 -104.27 0.13306 2.3203
109.76 -0.0012808 -103 0.13312 2.3281
115.28 -0.0012541 -102.81 0.13306 2.2734
120.24 -0.0011659 -101.91 0.13312 2.2734
125.66 -0.00107 -100.91 0.13306 2.2734
130.64 -0.00099374 -100.17 0.13306 2.2734
134.96 -0.00092602 -99.493 0.13306 2.2422
139.98 -0.0008111 -98.344 0.13312 2.3047
145.04 -0.00068522 -97.079 0.13312 2.3203
150.13 -0.00060463 -96.258 0.13294 2.3359
155.11 -0.00047922 -95.008 0.133 2.3047
160.13 -0.00038767 -94.102 0.13294 2.2656
165.31 -0.00020933 -92.165 0.13312 2.2188
170.46 -0.0001421 -91.477 0.13306 2.2734
175.41 -5.7698E-5 -90.633 0.13312 2.2344
180.5 5.8174E-5 -89.391 0.13287 2.2969
185.59 0.00012398 -88.649 0.13306 2.2422
189.73 0.00012255 -88.704 0.13306 2.3047
195.59 0.00010824 -88.876 0.13306 2.2656
200.58 0.00011683 -88.758 0.13312 2.2891
204.76 -1.812E-5 -90.149 0.13306 2.3047
210.64 -6.6758E-5 -90.719 0.13312 2.2188
215.29 -0.00015307 -91.633 0.13294 2.25
220 -0.00024843 -92.571 0.13312 2.2422
225.07 -0.00039005 -94.071 0.13294 2.2656
230.76 -0.00050021 -95.211 0.13306 2.2734
235.66 -0.00062275 -96.477 0.13306 2.2031
240.44 -0.0007515 -97.751 0.133 2.2422
245.47 -0.00088263 -99.094 0.13306 2.2656
250.29 -0.00096894 -99.883 0.13287 2.3203
255.27 -0.0011268 -101.55 0.13287 2.2656
260.31 -0.0012641 -102.91 0.13287 2.2969
265.31 -0.0013332 -103.54 0.13281 2.2969
270.42 -0.0013843 -103.96 0.13294 2.2188
275.43 -0.0014544 -104.8 0.13281 2.2813
280.53 -0.00143 -104.53 0.13281 2.3516
285.7 -0.001359 -103.7 0.13287 2.2813
289.81 -0.0013323 -103.52 0.133 2.2031
295.59 -0.0012694 -102.89 0.133 2.2344
299.91 -0.001193 -102.13 0.13294 2.2656
304.84 -0.0011234 -101.52 0.133 2.2031
309.79 -0.0010491 -100.73 0.13306 2.2422
315.08 -0.0009842 -100.27 0.13287 2.2188
320.33 -0.00081492 -98.391 0.13281 2.2813
325.3 -0.00070334 -97.251 0.13287 2.2969
330.31 -0.00062609 -96.485 0.13294 2.2656
335.64 -0.0004592 -94.774 0.13294 2.2656
340.66 -0.00033474 -93.461 0.13287 2.2734
345.61 -0.00026512 -92.743 0.13287 2.2656
350.69 -0.00013971 -91.477 0.13306 2.2656
354.75 -4.2916E-6 -90.055 0.133 2.3047
360.21 6.7711E-5 -89.266 0.13312 2.2734
0.2 8.3924E-5 -89.094 0.13306 2.2188
5.01 6.3897E-5 -89.313 0.13306 2.2422
9.78 0.00011635 -88.813 0.13287 2.1797
14.66 0.00011158 -88.829 0.13294 2.3359
20.55 4.3869E-5 -89.524 0.133 2.2891
25.1 -3.0041E-5 -90.336 0.13294 2.3672
29.95 -5.1975E-5 -90.547 0.133 2.3203
34.87 -0.0001688 -91.719 0.13306 2.3359
40.29 -0.00030804 -93.219 0.13306 2.2422
45.28 -0.00039339 -94.086 0.13294 2.3047
49.72 -0.00054598 -95.711 0.13275 2.3359
55.38 -0.00066662 -96.899 0.13294 2.2656
60.13 -0.00081873 -98.555 0.13287 2.25
64.95 -0.0008874 -99.18 0.13294 2.2734
70.47 -0.0010634 -100.98 0.13287 2.2109
75.53 -0.0012021 -102.31 0.13287 2.2188
80.51 -0.0013161 -103.45 0.13294 2.3359
85.78 -0.0014062 -104.34 0.13287 2.2734
89.74 -0.001441 -104.63 0.13281 2.2813
95.07 -0.0014939 -105.31 0.13294 2.1953
100.31 -0.0014176 -104.38 0.13287 2.2969
105.56 -0.0014367 -104.67 0.13294 2.2656
109.76 -0.0013847 -104.11 0.13294 2.25
115.28 -0.001307 -103.4 0.13294 2.3047
120.24 -0.0012136 -102.34 0.13294 2.2969
125.66 -0.0011325 -101.54 0.13294 2.2344
130.64 -0.0010262 -100.5 0.13306 2.2656
134.96 -0.00095559 -99.844 0.13306 2.2344
139.98 -0.00088501 -99.157 0.13312 2.3203
145.04 -0.00080872 -98.477 0.13294 2.2969
150.13 -0.00066042 -96.868 0.13294 2.2188
155.11 -0.00047016 -94.836 0.13318 2.2266
160.13 -0.00041723 -94.36 0.13287 2.2734
165.31 -0.00027371 -92.868 0.13306 2.2891
170.46 -0.00014544 -91.547 0.13318 2.2734
175.41 -4.3392E-5 -90.407 0.13318 2.2188
180.5 9.5368E-6 -89.891 0.13312 2.2422
185.59 0.00010586 -88.915 0.13294 2.2188
189.73 6.6758E-5 -89.266 0.13294 2.2734
195.59 4.9591E-5 -89.454 0.13294 2.3047
200.58 -1.2398E-5 -90.165 0.13294 2.2969
204.76 -4.0531E-5 -90.454 0.13294 2.2734
210.64 -0.0001359 -91.391 0.133 2.3359
215.29 -0.00024605 -92.586 0.13294 2.2734
220 -0.00035906 -93.829 0.13275 2.2969
225.07 -0.00040388 -94.219 0.13281 2.2656
230.76 -0.00058222 -96.071 0.13281 2.2969
235.66 -0.00070525 -97.36 0.13294 2.2188
240.44 -0.00079346 -98.235 0.13287 2.25
245.47 -0.00093174 -99.602 0.13281 2.2109
250.29 -0.0010414 -100.7 0.13287 2.1797
255.27 -0.0011716 -102.04 0.13281 2.2969
260.31 -0.0012851 -103.04 0.13275 2.2813
265.31 -0.0014081 -104.37 0.13281 2.1953
270.42 -0.0014515 -104.7 0.13281 2.2109
275.43 -0.0014744 -104.95 0.13281 2.2813
280.53 -0.001441 -104.56 0.13281 2.1797
