##Alpha(50mT) X DEG X DEG
0.2 8.5354E-5 -89.079 0.13239 2.1016
5.01 0.00011015 -88.836 0.13232 2.0156
9.78 0.00015259 -88.329 0.13232 2.0625
14.66 0.00014782 -88.368 0.13239 2.0391
20.55 0.00025368 -87.258 0.13239 2.0313
25.1 0.00030804 -86.633 0.13239 2.0156
29.95 0.00041008 -85.547 0.13245 1.9844
34.87 0.00047684 -84.836 0.13245 2.0859
40.29 0.0005703 -83.813 0.13232 2.1172
45.28 0.00070286 -82.407 0.13245 2.1719
49.72 0.00074292 -81.899 0.13239 2.1406
55.38 0.00083876 -80.922 0.13239 2.1406
60.13 0.00097323 -79.571 0.13245 2.1875
64.95 0.0010352 -78.844 0.13257 2.1875
70.47 0.001122 -77.86 0.13239 2.1563
75.53 0.0012274 -76.829 0.13239 2.2031
80.51 0.0012913 -76.133 0.13245 2.125
85.78 0.0013065 -75.821 0.13239 2.2031
89.74 0.0013547 -75.524 0.13245 2.2188
95.07 0.0013647 -75.493 0.13263 2.2109
100.31 0.0012965 -76.102 0.13251 2.1719
105.56 0.0012283 -76.743 0.13245 2.1953
109.76 0.0011892 -77.157 0.13251 2.2188
115.28 0.0011282 -77.844 0.13251 2.2266
120.24 0.0010495 -78.618 0.13239 2.2188
125.66 0.00097418 -79.446 0.13251 2.2266
130.64 0.00092268 -80.079 0.13239 2.2031
134.96 0.00083685 -80.954 0.13245 2.1953
139.98 0.00073243 -82.047 0.13251 2.0938
145.04 0.00064946 -82.954 0.13245 2.1719
150.13 0.00053549 -84.149 0.13239 2.2031
155.11 0.00044394 -85.157 0.13239 2.2188
160.13 0.00036955 -86.008 0.13239 2.1719
165.31 0.00031042 -86.633 0.13245 2.1172
170.46 0.00019694 -87.844 0.13239 2.2422
175.41 0.0001545 -88.352 0.13245 2.125
180.5 0.00010586 -88.86 0.13245 2.1953
185.59 9.7752E-5 -88.915 0.13239 2.2188
189.73 8.7262E-5 -89.055 0.13239 2.2422
195.59 0.00015879 -88.29 0.13245 2.125
200.58 0.00021267 -87.688 0.13251 2.2422
204.76 0.00026369 -87.102 0.13239 2.2031
210.64 0.00032187 -86.493 0.13245 2.1406
215.29 0.00040722 -85.532 0.13239 2.1172
220 0.0005188 -84.313 0.13251 2.1172
225.07 0.00060225 -83.454 0.13239 2.1563
230.76 0.00073386 -82.102 0.13251 2.1953
235.66 0.00082255 -81.071 0.13251 2.1406
240.44 0.00089884 -80.219 0.13245 2.1406
245.47 0.0010033 -79.102 0.13245 2.1172
250.29 0.0011225 -77.969 0.13251 2.1406
255.27 0.0011935 -77.141 0.13251 2.1563
260.31 0.0012498 -76.532 0.13245 2.0938
265.31 0.0013089 -76.04 0.13251 2.1875
270.42 0.0013299 -75.797 0.13245 2.2188
275.43 0.0013089 -75.954 0.13245 2.125
