##Alpha(50mT) X DEG X DEG
0.2 -0.00024796 92.079 0.55567 1.8594
5.01 -8.0109E-5 90.68 0.55567 1.9375
9.78 0.00026322 87.665 0.55573 1.8594
14.66 0.00033951 87.001 0.55567 1.9063
20.55 0.00053788 85.376 0.55573 1.8984
25.1 0.0005951 84.938 0.55579 1.9219
29.95 0.00070572 83.915 0.55579 1.9063
34.87 0.00063706 84.477 0.55597 1.8359
40.29 0.00067902 84.211 0.55597 1.8438
45.28 0.00068283 84.157 0.55591 1.9609
49.72 0.00054932 85.204 0.55597 1.8672
55.38 0.00044632 86.18 0.55603 1.8828
60.13 0.00043106 86.297 0.55603 1.8203
64.95 0.00022125 88.047 0.55591 1.9609
70.47 2.2888E-5 89.766 0.55597 1.9063
75.53 -0.00020218 91.774 0.55603 1.8672
80.51 -0.00041199 93.633 0.55603 1.8828
85.78 -0.00070572 96.024 0.55597 1.8828
89.74 -0.00099564 98.555 0.55603 1.8203
95.07 -0.0011711 100.07 0.55603 1.9375
100.31 -0.0013809 101.86 0.55591 1.8672
105.56 -0.0015412 103.1 0.55579 1.8125
109.76 -0.0015869 103.41 0.55585 1.8594
115.28 -0.0017319 104.61 0.55591 1.9375
120.24 -0.0017624 104.79 0.55597 1.8359
125.66 -0.0018234 105.31 0.55603 1.8594
130.64 -0.0018616 105.62 0.55603 1.9063
134.96 -0.0017052 104.34 0.55597 1.8828
139.98 -0.0017891 105.02 0.55591 1.9219
145.04 -0.0017624 104.93 0.55603 1.9375
150.13 -0.0016251 103.85 0.55597 1.8516
155.11 -0.0014877 102.65 0.55597 1.8828
160.13 -0.0013619 101.53 0.5561 1.875
165.31 -0.0011597 99.836 0.55622 1.9219
170.46 -0.00090409 97.704 0.55628 1.8516
175.41 -0.00067139 95.735 0.55634 1.8047
180.5 -0.00050354 94.352 0.55634 1.8828
185.59 -8.3924E-5 90.743 0.55616 1.9063
189.73 3.4332E-5 89.649 0.55628 1.8594
195.59 0.00024414 87.899 0.55634 1.8047
200.58 0.00040436 86.493 0.5564 1.8047
204.76 0.00061417 84.633 0.55622 1.9063
210.64 0.00057984 85.016 0.55628 1.875
215.29 0.00070954 83.993 0.55634 1.9063
220 0.00072861 83.852 0.55634 1.8672
225.07 0.00068283 84.118 0.55634 1.8828
