I1(135deg) X DEG X DEG
9.9 -0.00030136 95.383 0.93042 -0.046875
9.8 -0.00046349 98.211 0.93036 -0.046875
9.7 -0.00055886 100.07 0.93024 -0.046875
9.6 -0.00056553 100.15 0.93012 -0.054688
9.5 -0.00056935 100.11 0.93006 -0.054688
9.4 -0.00058556 100.48 0.93006 -0.054688
9.3 -0.00068474 102.24 0.93012 -0.054688
9.2 -0.00065613 101.49 0.93018 -0.054688
9.1 -0.00061799 101.06 0.93 -0.054688
9 -0.00053692 99.633 0.93018 -0.054688
8.9 -0.00049591 98.782 0.93018 -0.054688
8.8 -0.00048065 98.508 0.93006 -0.054688
8.7 -0.00049019 98.657 0.93006 -0.054688
8.6 -0.00055886 99.876 0.93012 -0.046875
8.5 -0.00043583 97.813 0.93006 -0.054688
8.4 -0.00030422 95.454 0.92987 -0.054688
8.3 -0.00033474 95.985 0.93 -0.046875
8.2 -0.00040722 97.204 0.92987 -0.054688
8.1 -0.00043869 97.852 0.93006 -0.054688
8 -0.00036812 96.516 0.92987 -0.054688
7.9 -0.00022698 94.126 0.93 -0.046875
7.8 -7.1526E-5 91.235 0.93 -0.054688
7.7 -5.1499E-5 90.868 0.93 -0.039063
7.6 -0.00011253 91.922 0.93 -0.046875
7.5 -0.00011444 92.094 0.92975 -0.054688
7.4 -0.00013256 92.391 0.92969 -0.046875
7.3 -0.0002327 94.118 0.92975 -0.054688
7.2 -0.00030422 95.399 0.92987 -0.046875
7.1 -0.00044728 98.047 0.92981 -0.054688
7 -0.00043869 97.508 0.92981 -0.054688
6.9 -0.00049019 98.633 0.92987 -0.054688
6.8 -0.00045491 98.001 0.92975 -0.046875
6.7 -0.00042248 97.43 0.92981 -0.054688
6.6 -0.00050545 98.805 0.92975 -0.054688
6.5 -0.00041771 97.555 0.92969 -0.054688
6.4 -0.00048542 98.547 0.92975 -0.054688
6.3 -0.0003748 96.524 0.92981 -0.054688
6.2 -0.00036335 96.454 0.92963 -0.046875
6.1 -0.00032234 95.813 0.92963 -0.039063
6 -0.00018692 93.243 0.93 -0.046875
5.9 -0.00014591 92.508 0.92987 -0.046875
5.8 -0.00015831 92.86 0.93 -0.046875
