I2(45deg) X DEG X DEG
-10 -0.0051947 145.79 0.92908 -0.015625
-9.9 -0.0051022 145.4 0.9292 -0.0078126
-9.8 -0.0051937 145.95 0.92914 -0.0078126
-9.7 -0.0052681 146.41 0.92914 -0.015625
-9.6 -0.0053692 146.59 0.92914 0
-9.5 -0.0053902 146.51 0.92914 0
-9.4 -0.0054026 146.72 0.92926 -0.0078126
-9.3 -0.0054827 147.31 0.92914 0
-9.2 -0.0054551 146.9 0.92908 0
-9.1 -0.0054264 146.86 0.92902 0
-9 -0.0055018 147.34 0.9289 0
-8.9 -0.0055762 147.39 0.92914 0
-8.8 -0.0055304 146.82 0.92914 -0.0078126
-8.7 -0.0053501 146.44 0.92896 0
-8.6 -0.0053244 146.43 0.92896 0
-8.5 -0.0051871 144.97 0.92908 0
-8.4 -0.0052281 145.24 0.9292 0
-8.3 -0.0052948 146 0.92908 0
-8.2 -0.0052891 145.51 0.9292 0
-8.1 -0.0051165 144.52 0.92902 0
-8 -0.0050602 144.81 0.92914 0
-7.9 -0.0050297 145.13 0.9289 -0.0078126
-7.8 -0.0049734 144.31 0.92902 -0.0078126
-7.7 -0.0049935 144.41 0.92908 0
-7.6 -0.0050745 145.06 0.92902 -0.0078126
-7.5 -0.0052128 145.91 0.9289 0
-7.4 -0.0053578 146.15 0.9289 -0.0078126
-7.3 -0.0054303 146.39 0.92908 -0.0078126
-7.2 -0.0053997 146.48 0.9289 0
-7.1 -0.0053826 145.99 0.92902 0
-7 -0.0054846 146.94 0.92896 0
-6.9 -0.0054922 147.13 0.92896 0
-6.8 -0.0055132 146.83 0.92902 0
-6.7 -0.0054617 146.9 0.92896 0
-6.6 -0.0054198 146.47 0.92902 0
-6.5 -0.0052014 145.45 0.92914 0
-6.4 -0.005249 145.88 0.92914 0.0078126
-6.3 -0.0053702 146.21 0.92926 0
-6.2 -0.0052452 145.56 0.92926 0
-6.1 -0.0052767 145.45 0.92939 0.0078126
-6 -0.0052395 145.75 0.92939 0
-5.9 -0.0052262 145.6 0.92932 0
-5.8 -0.0050993 144.7 0.92939 0
-5.7 -0.0050946 144.35 0.92945 0.0078126
-5.6 -0.0050402 144.41 0.92914 0
-5.5 -0.0050612 144.76 0.92945 0
-5.4 -0.0048418 142.81 0.92932 0
-5.3 -0.0048342 142.97 0.92932 0
-5.2 -0.0047655 142.9 0.92932 0
-5.1 -0.0047503 142.36 0.92939 0.0078126
-5 -0.0045662 141.41 0.92939 0
-4.9 -0.0047741 142.55 0.92951 0.0078126
-4.8 -0.0048781 142.95 0.92932 0.0078126
-4.7 -0.0048561 142.74 0.92926 0.0078126
-4.6 -0.004963 143.63 0.92926 0.0078126
-4.5 -0.0050621 144.38 0.9292 0.0078126
-4.4 -0.0049773 143.98 0.92932 0
-4.3 -0.0049525 143.52 0.92951 0.0078126
-4.2 -0.0049773 143.5 0.92957 0.0078126
-4.1 -0.0048075 142.45 0.92957 0.0078126
-4 -0.0047837 142.74 0.92939 0.0078126
-3.9 -0.004716 142.41 0.92951 0.0078126
-3.8 -0.0045748 141.27 0.92951 0.015625
-3.7 -0.0046502 141.06 0.92951 0
-3.6 -0.0048237 142.81 0.92951 0.0078126
-3.5 -0.005086 144.19 0.92957 0.0078126
-3.4 -0.005066 143.51 0.92963 0.015625
-3.3 -0.0050545 143.89 0.92951 0.015625
-3.2 -0.0050278 144.02 0.92951 0.0078126
-3.1 -0.0049153 143.17 0.92969 0.0078126
-3 -0.0048943 142.89 0.92963 0.0078126
-2.9 -0.0050421 143.72 0.92951 0.0078126
-2.8 -0.0049944 143.68 0.92963 0.0078126
