Ieff(0deg) X DEG X DEG
-9.91 0.00013256 87.516 0.92756 -0.039063
-9.26 -6.485E-5 91.251 0.92749 -0.039063
-9.26 -0.00024223 94.563 0.92749 -0.046875
-8.6 -0.00065327 102.1 0.92768 -0.039063
-7.98 -0.00078011 104.57 0.92749 -0.046875
-7.39 -0.00081539 104.88 0.92768 -0.046875
-6.82 -0.00099087 107.75 0.92786 -0.046875
-6.23 -0.0011854 110.95 0.92798 -0.046875
-6.23 -0.0011759 110.92 0.92786 -0.039063
-5.63 -0.0012093 111.31 0.92786 -0.046875
-5.06 -0.0013781 114.28 0.92798 -0.054688
-4.53 -0.001462 115.54 0.92792 -0.046875
-3.96 -0.0016136 117.7 0.92786 -0.046875
-3.4 -0.0016642 118.27 0.9278 -0.054688
-2.84 -0.0016928 118.79 0.92823 -0.054688
-2.28 -0.0018101 120.34 0.92816 -0.054688
-2.01 -0.001771 119.46 0.92823 -0.054688
-1.46 -0.0018158 120.34 0.92816 -0.054688
-1.05 -0.001914 121.84 0.92798 -0.046875
-0.5 -0.0018129 120.43 0.92804 -0.054688
0 -0.0019035 121.36 0.92823 -0.062501
0.52 -0.002182 125.18 0.92829 -0.054688
0.99 0.002635 48.5 0.92835 -0.054688
1.49 0.0038376 38.657 0.92804 -0.062501
2.02 0.0036192 40.391 0.92798 -0.054688
2.56 0.0036288 39.367 0.92798 -0.039063
2.97 0.003562 40.844 0.92786 -0.054688
3.68 0.0032845 43.461 0.92792 -0.046875
4.22 0.0028544 46.649 0.92786 -0.046875
4.78 0.0021868 54.453 0.92762 -0.054688
4.78 0.0019226 58.282 0.92774 -0.054688
5.32 -0.0021448 124.73 0.92786 -0.054688
5.89 -0.0025835 128.99 0.9278 -0.046875
6.48 -0.0025978 129.59 0.92762 -0.054688
7.07 -0.0023966 127.73 0.92768 -0.054688
7.67 -0.0021229 124.51 0.92762 -0.046875
8.26 -0.0019932 122.54 0.92768 -0.054688
8.26 -0.0020418 123.27 0.92756 -0.054688
8.88 -0.0019436 121.95 0.92768 -0.054688
9.54 -0.001874 121.27 0.92774 -0.054688
10.19 -0.0018397 120.06 0.9278 -0.054688
