Ieff(0deg) X DEG X DEG
9.85 -0.0015545 116.23 0.92756 -0.054688
9.2 -0.0016251 117.56 0.92774 -0.046875
9.2 -0.0015049 115.56 0.92762 -0.054688
8.55 -0.0017548 118.95 0.92774 -0.054688
7.95 -0.0018044 119.93 0.92762 -0.054688
7.36 -0.0019865 122.02 0.92768 -0.054688
6.74 -0.0019579 121.69 0.9278 -0.046875
6.74 -0.0020838 122.77 0.92792 -0.046875
6.14 -0.0021267 123.92 0.92792 -0.046875
5.55 -0.0023012 126.06 0.92786 -0.046875
5.04 -0.0024433 126.82 0.92804 -0.046875
4.5 -0.0026054 128.95 0.9281 -0.046875
3.93 -0.0026131 129.45 0.92804 -0.046875
3.4 -0.002636 129.05 0.92829 -0.046875
2.84 -0.0027409 130.36 0.92829 -0.039063
2.29 -0.0029068 131.99 0.92823 -0.039063
1.95 -0.0028401 131.28 0.92823 -0.039063
1.54 -0.002985 132.81 0.92823 -0.046875
0.99 -0.0029411 131.99 0.92829 -0.039063
0.47 -0.0028515 131.23 0.92829 -0.046875
-0.03 -0.0027132 130.06 0.92859 -0.039063
-0.55 -0.0026865 130 0.92841 -0.039063
-1.02 0.002841 47.641 0.92835 -0.039063
-1.53 0.0038195 39.969 0.92853 -0.03125
-2.05 0.0035963 42.258 0.92847 -0.039063
-2.46 0.0034847 41.5 0.92792 -0.039063
-3.03 0.0034571 42.328 0.92786 -0.039063
-3.71 0.0033217 43.617 0.92786 -0.039063
-4.27 0.0029297 47.532 0.92786 -0.046875
-4.27 0.0027018 49.657 0.92786 -0.03125
-4.81 0.0021286 56.516 0.92792 -0.039063
-5.35 -0.0022593 125.34 0.92792 -0.03125
-5.94 -0.002801 131.37 0.92798 -0.039063
-6.54 -0.0028353 130.97 0.92792 -0.039063
-7.13 -0.0026694 129.61 0.92786 -0.046875
-7.72 -0.0027313 130.7 0.92768 -0.039063
-7.72 -0.0028668 131.54 0.92768 -0.039063
-8.29 -0.0030165 133.05 0.92768 -0.046875
-8.94 -0.0029154 132.08 0.92786 -0.039063
-9.59 -0.0027828 130.97 0.92768 -0.046875
-10.21 -0.0026627 129.57 0.92774 -0.039063
