Alpha(207mT) X DEG X DEG
0.33 8.9646E-5 37.875 0.14404 0.61719
4.95 0.00011826 33.5 0.14398 0.64063
10.74 0.00010491 37 0.14411 0.53907
15.51 0.00015831 27.039 0.14411 0.51563
20.33 0.00019455 19.461 0.14411 0.57813
25.03 0.00020218 20.242 0.14411 0.48438
29.88 0.00023842 16.985 0.14411 0.44531
35.78 0.00023079 16.805 0.14411 0.59375
40.62 0.00027847 15.625 0.14411 0.66407
45.24 0.00028229 15.359 0.14404 0.72657
50.19 0.00032425 12.094 0.14404 0.74219
55.1 0.00037575 11.5 0.14411 0.77344
59.87 0.00039101 11.352 0.14411 0.67188
65.74 0.00039482 11.399 0.14404 0.75
70.61 0.00043488 10.375 0.14404 0.61719
75.67 0.00041199 12.281 0.14411 0.5
80.63 0.00046158 10.359 0.14411 0.52344
84.84 0.00046158 10.227 0.14411 0.51563
90.17 0.00046158 11.031 0.14423 0.39063
95.43 0.00043679 11.18 0.14423 0.4375
100.55 0.00042534 12.5 0.14417 0.3125
105.52 0.00044823 10.774 0.14423 0.25
110.74 0.00038529 12.68 0.14411 0.30469
115.67 0.00038719 12.813 0.14423 0.30469
120.83 0.00036812 13.664 0.14417 0.32813
124.87 0.00034332 14.688 0.14417 0.14063
129.94 0.00032807 15.125 0.14417 0.125
134.97 0.00031281 15.664 0.14417 0.023438
140.15 0.0002861 17.219 0.14423 -0.078126
145.31 0.00021935 20.5 0.14417 -0.015625
150.33 0.00020981 20.703 0.14417 -0.046875
155.35 0.00016022 27.945 0.14423 -0.070313
160.41 0.0001812 26.344 0.14429 0.10156
165.43 0.00013542 31.875 0.14411 0.14063
170.55 0.00016213 27.485 0.14417 0.30469
175.58 0.00013924 30.25 0.14417 0.48438
180.67 0.00012589 31.18 0.14411 0.67188
185.75 0.00014305 30.172 0.14411 0.66407
189.81 0.00012207 32.617 0.14417 0.59375
195.65 0.0001545 28.516 0.14423 0.59375
200.44 0.00017738 25.477 0.14417 0.5625
205.23 0.0002079 20.055 0.14411 0.77344
210.07 0.00019646 20.711 0.14411 0.67188
215.02 0.00024796 17.266 0.14417 0.61719
220.8 0.00032997 14.094 0.14423 0.75
225.5 0.00032807 12.586 0.14411 0.80469
230.33 0.0003643 12.164 0.14417 0.63282
235.29 0.00038719 10.977 0.14411 0.88282
240.1 0.00043679 10.266 0.14411 0.64063
244.97 0.0004158 10.859 0.14411 0.66407
249.86 0.00047112 9.461 0.14411 0.63282
254.93 0.00048828 9.6485 0.14411 0.5625
259.85 0.00039864 10.805 0.14404 0.48438
265.19 0.00042725 11.43 0.14411 0.46094
270.38 0.00043488 11.016 0.14404 0.35156
275.55 0.00044823 11.305 0.14404 0.38281
280.55 0.00044632 10.524 0.14404 0.17969
285.57 0.00042153 11.352 0.14404 0.14844
290.77 0.00039482 13.109 0.14398 0.25781
295.75 0.0003624 13.352 0.14398 0.28906
299.81 0.00035668 13.399 0.14404 0.19531
304.92 0.00036621 14.031 0.14404 0.10156
