##Alpha(50mT) X DEG X DEG
0.2 6.7711E-5 89.672 0.4469 -0.64844
5.01 6.3897E-5 89.672 0.4469 -0.64063
9.78 2.0027E-5 89.907 0.4469 -0.59375
14.66 -0.00020218 90.946 0.4469 -0.67969
20.55 -0.0003109 91.469 0.44684 -0.67969
25.1 -0.00032139 91.54 0.44678 -0.61719
29.95 -0.00047016 92.235 0.44684 -0.69532
34.87 -0.00072003 93.438 0.44678 -0.53125
40.29 -0.00087643 94.172 0.44684 -0.64844
45.28 -0.00099278 94.735 0.4469 -0.61719
49.72 -0.0010719 95.094 0.4469 -0.70313
55.38 -0.0012255 95.86 0.44666 -0.67188
60.13 -0.0013695 96.501 0.44666 -0.59375
64.95 -0.0014477 96.876 0.44672 -0.625
70.47 -0.0016213 97.665 0.44672 -0.72657
75.53 -0.0016565 97.821 0.44666 -0.67969
80.51 -0.0017061 98.079 0.44666 -0.625
85.78 -0.0016804 97.977 0.4466 -0.54688
89.74 -0.0016995 98.032 0.44672 -0.64844
95.07 -0.0016394 97.805 0.4466 -0.59375
100.31 -0.0016127 97.594 0.44684 -0.71094
105.56 -0.0014181 96.719 0.4466 -0.64844
109.76 -0.0013609 96.501 0.4466 -0.64844
115.28 -0.0012121 95.774 0.4466 -0.61719
120.24 -0.0011568 95.485 0.4466 -0.625
125.66 -0.00093556 94.454 0.4466 -0.69532
130.64 -0.00085354 94.071 0.44654 -0.57032
134.96 -0.0007906 93.766 0.4466 -0.70313
139.98 -0.00071431 93.407 0.44666 -0.67969
145.04 -0.00056172 92.672 0.4466 -0.67969
150.13 -0.0003767 91.782 0.44647 -0.64063
155.11 -0.00033093 91.571 0.44641 -0.64844
160.13 -0.00017071 90.829 0.44654 -0.625
165.31 -0.00022888 91.079 0.44647 -0.65625
170.46 7.6295E-6 89.946 0.44654 -0.77344
175.41 2.9564E-5 89.852 0.44647 -0.77344
180.5 5.9128E-5 89.727 0.44647 -0.67969
185.59 -4.7684E-6 90.024 0.44641 -0.72657
189.73 -4.8638E-5 90.219 0.44654 -0.64844
195.59 -0.00020409 90.977 0.44654 -0.64844
200.58 -0.00027847 91.329 0.44654 -0.67188
204.76 -0.00038624 91.868 0.44654 -0.67969
210.64 -0.00060559 92.907 0.44647 -0.57813
215.29 -0.00074578 93.555 0.44654 -0.70313
220 -0.00080967 93.836 0.44641 -0.64844
225.07 -0.00091172 94.329 0.44629 -0.57813
230.76 -0.0010834 95.149 0.44647 -0.70313
235.66 -0.0012827 96.118 0.44647 -0.67969
240.44 -0.0013676 96.508 0.44629 -0.61719
245.47 -0.0014401 96.844 0.44629 -0.64844
250.29 -0.0015383 97.313 0.44647 -0.66407
255.27 -0.0016422 97.766 0.44629 -0.60938
260.31 -0.0016975 98.008 0.44635 -0.60938
265.31 -0.0017405 98.243 0.44623 -0.625
270.42 -0.0017185 98.133 0.44623 -0.625
275.43 -0.0015726 97.454 0.44623 -0.57032
280.53 -0.0014887 97.071 0.44617 -0.67969
285.7 -0.0014286 96.766 0.44635 -0.67969
289.81 -0.0013762 96.555 0.44623 -0.67969
295.59 -0.0011883 95.641 0.44617 -0.67188
299.91 -0.0011006 95.219 0.44623 -0.67969
304.84 -0.00098611 94.68 0.44623 -0.75
309.79 -0.00084019 93.985 0.44623 -0.67969
315.08 -0.00068093 93.243 0.44623 -0.67969
320.33 -0.00056267 92.68 0.44623 -0.71875
325.3 -0.0004797 92.282 0.44617 -0.71094
330.31 -0.00036335 91.735 0.44617 -0.6875
335.64 -0.00025559 91.235 0.44623 -0.64844
340.66 -7.5341E-5 90.368 0.44617 -0.65625
345.61 3.8147E-6 89.985 0.44617 -0.72657
350.69 6.7711E-5 89.657 0.44623 -0.70313
354.75 0.00011826 89.415 0.44623 -0.64063
360.21 0.00010967 89.493 0.44623 -0.67188
0.2 8.297E-5 89.594 0.44617 -0.60157
5.01 -4.4823E-5 90.188 0.44623 -0.67188
9.78 -3.3379E-5 90.157 0.44617 -0.67969
14.66 -0.0001688 90.805 0.44611 -0.6875
20.55 -0.0002861 91.329 0.44611 -0.69532
25.1 -0.00041008 91.938 0.44617 -0.72657
29.95 -0.00057316 92.751 0.44611 -0.67188
34.87 -0.00074006 93.54 0.44617 -0.64063
40.29 -0.00081349 93.852 0.44617 -0.57032
45.28 -0.0010242 94.876 0.44617 -0.73438
49.72 -0.0011082 95.282 0.44617 -0.64844
55.38 -0.0011807 95.618 0.44605 -0.69532
60.13 -0.001338 96.368 0.44611 -0.6875
64.95 -0.0014257 96.766 0.44611 -0.6875
70.47 -0.0015469 97.352 0.44617 -0.67969
75.53 -0.0016136 97.665 0.44617 -0.67188
80.51 -0.0016975 98.024 0.44617 -0.64844
85.78 -0.0016718 97.946 0.44611 -0.6875
89.74 -0.0017014 98.04 0.44611 -0.57032
95.07 -0.0016098 97.586 0.44605 -0.60157
100.31 -0.0015459 97.305 0.44605 -0.60157
105.56 -0.0014029 96.641 0.44617 -0.57813
109.76 -0.0013113 96.251 0.44593 -0.57813
115.28 -0.0011864 95.641 0.44605 -0.625
120.24 -0.0010309 94.915 0.44605 -0.60157
125.66 -0.00099374 94.719 0.44617 -0.625
130.64 -0.00090504 94.305 0.44617 -0.60938
134.96 -0.0007906 93.758 0.44617 -0.58594
139.98 -0.00059414 92.829 0.44611 -0.57032
145.04 -0.00052739 92.501 0.44611 -0.65625
150.13 -0.00034428 91.641 0.44605 -0.625
155.11 -0.00022507 91.063 0.44599 -0.57032
160.13 -0.00018883 90.891 0.44611 -0.60938
165.31 -0.00015545 90.727 0.44617 -0.63282
170.46 -4.1008E-5 90.211 0.44611 -0.64844
175.41 4.2916E-5 89.79 0.44611 -0.66407
180.5 -2.7657E-5 90.11 0.44617 -0.65625
185.59 -3.7194E-5 90.188 0.44611 -0.625
189.73 -0.00010204 90.477 0.44611 -0.65625
195.59 -0.00024891 91.165 0.44617 -0.64063
200.58 -0.00034714 91.665 0.44611 -0.63282
204.76 -0.00042153 92.008 0.44617 -0.60938
210.64 -0.00069809 93.313 0.44611 -0.60938
215.29 -0.00072289 93.43 0.44611 -0.625
220 -0.00084687 94.024 0.44617 -0.57813
225.07 -0.00093174 94.446 0.44605 -0.59375
230.76 -0.0010653 95.086 0.44605 -0.64844
235.66 -0.001255 95.969 0.44605 -0.64063
240.44 -0.0013895 96.571 0.44611 -0.5625
245.47 -0.0014467 96.868 0.44586 -0.61719
250.29 -0.0015879 97.555 0.44605 -0.53125
255.27 -0.0016317 97.774 0.44593 -0.52344
260.31 -0.0016022 97.641 0.44593 -0.52344
265.31 -0.001688 98.001 0.44605 -0.53125
270.42 -0.0017557 98.336 0.44605 -0.52344
275.43 -0.0016384 97.758 0.44593 -0.54688
280.53 -0.0015154 97.196 0.44593 -0.53907
285.7 -0.0014582 96.946 0.44593 -0.54688
289.81 -0.0013714 96.524 0.44593 -0.52344
295.59 -0.0012245 95.852 0.44593 -0.52344
299.91 -0.001195 95.665 0.44586 -0.54688
304.84 -0.00097752 94.68 0.44593 -0.54688
309.79 -0.00091267 94.329 0.44586 -0.64844
315.08 -0.00078392 93.711 0.44586 -0.53125
320.33 -0.00062752 92.993 0.44593 -0.60938
325.3 -0.0005436 92.594 0.44605 -0.67969
330.31 -0.00040341 91.922 0.44599 -0.625
335.64 -0.00034714 91.633 0.44605 -0.67188
340.66 -0.00020695 90.993 0.44599 -0.57032
345.61 -0.00016022 90.758 0.44611 -0.57813
350.69 1.3352E-5 89.907 0.44586 -0.57813
354.75 1.7166E-5 89.915 0.44586 -0.58594
360.21 -2.6703E-5 90.118 0.44599 -0.63282
0.2 -6.6758E-6 90.032 0.44593 -0.54688
5.01 1.6213E-5 89.907 0.44593 -0.625
9.78 -0.00017357 90.821 0.44593 -0.55469
14.66 -0.00020695 90.993 0.44593 -0.52344
20.55 -0.00043488 92.079 0.44605 -0.57813
25.1 -0.00054074 92.594 0.44605 -0.48438
29.95 -0.0005827 92.774 0.44586 -0.64063
34.87 -0.00072289 93.454 0.44593 -0.59375
40.29 -0.00088883 94.235 0.44593 -0.64063
45.28 -0.0011168 95.297 0.44599 -0.52344
49.72 -0.0011006 95.251 0.44593 -0.50782
55.38 -0.0012779 96.094 0.44599 -0.5
60.13 -0.0014668 96.954 0.44611 -0.52344
64.95 -0.0015345 97.29 0.44605 -0.66407
70.47 -0.0016041 97.61 0.44586 -0.46875
75.53 -0.00171 98.133 0.44605 -0.49219
80.51 -0.0018349 98.665 0.44611 -0.50782
85.78 -0.0017033 98.071 0.44593 -0.52344
89.74 -0.0017414 98.196 0.44593 -0.57032
95.07 -0.0017529 98.321 0.44605 -0.52344
100.31 -0.001607 97.649 0.44599 -0.60157
105.56 -0.0015535 97.383 0.44611 -0.49219
109.76 -0.0013857 96.555 0.44605 -0.54688
115.28 -0.0014029 96.618 0.44605 -0.64063
120.24 -0.0012703 96.063 0.44593 -0.64844
125.66 -0.0011349 95.391 0.44605 -0.6875
130.64 -0.00099183 94.696 0.44605 -0.53125
134.96 -0.00094128 94.454 0.44605 -0.5625
139.98 -0.00076771 93.649 0.44605 -0.54688
145.04 -0.00062943 92.969 0.44605 -0.60157
150.13 -0.0005827 92.766 0.44599 -0.48438
155.11 -0.00040531 91.93 0.44605 -0.57032
160.13 -0.0002985 91.415 0.44605 -0.60938
165.31 -0.00028801 91.344 0.44605 -0.60157
170.46 -0.00016213 90.782 0.44611 -0.54688
175.41 -0.00011921 90.563 0.44605 -0.52344
180.5 -0.00010872 90.493 0.44599 -0.625
185.59 -0.00013828 90.672 0.44593 -0.61719
189.73 -0.00024033 91.141 0.44605 -0.48438
195.59 -0.00030709 91.446 0.44605 -0.55469
200.58 -0.00047207 92.258 0.44599 -0.52344
204.76 -0.0005951 92.836 0.44611 -0.47656
210.64 -0.00075818 93.594 0.44599 -0.60157
215.29 -0.00087929 94.188 0.44605 -0.45313
220 -0.0010109 94.805 0.44605 -0.53125
225.07 -0.0010204 94.883 0.44605 -0.35156
230.76 -0.0012903 96.118 0.44617 -0.54688
235.66 -0.0013933 96.626 0.44611 -0.52344
240.44 -0.0014601 96.915 0.44611 -0.70313
245.47 -0.0016441 97.766 0.44611 -0.625
250.29 -0.0016489 97.821 0.44611 -0.63282
255.27 -0.0017309 98.196 0.44593 -0.64063
260.31 -0.0018559 98.782 0.44611 -0.46875
265.31 -0.0018044 98.54 0.44611 -0.57032
270.42 -0.0018444 98.719 0.44611 -0.54688
275.43 -0.0017119 98.149 0.44605 -0.67188
280.53 -0.0015154 97.196 0.44605 -0.53125
285.7 -0.0014772 97.016 0.44605 -0.60157
289.81 -0.00142 96.743 0.44593 -0.46875
295.59 -0.0013085 96.219 0.44605 -0.60157
299.91 -0.0012055 95.727 0.44599 -0.57032
304.84 -0.0011063 95.258 0.44593 -0.58594
309.79 -0.00094891 94.524 0.44586 -0.54688
315.08 -0.0009203 94.368 0.44599 -0.57813
320.33 -0.00067139 93.196 0.44611 -0.60157
325.3 -0.000597 92.86 0.44593 -0.57813
330.31 -0.00051403 92.438 0.44599 -0.65625
335.64 -0.00039005 91.844 0.44593 -0.57032
340.66 -0.00035572 91.672 0.44611 -0.58594
345.61 -0.00018215 90.86 0.44586 -0.42969
350.69 -0.00014401 90.649 0.44611 -0.51563
354.75 -0.0001154 90.532 0.44611 -0.46875
360.21 -0.00012589 90.602 0.44599 -0.59375
0.2 -0.00011826 90.563 0.44599 -0.41406
5.01 -0.00014782 90.704 0.44593 -0.45313
9.78 -0.00025654 91.211 0.44605 -0.49219
14.66 -0.00037384 91.766 0.44593 -0.5
20.55 -0.00056649 92.711 0.44605 -0.49219
25.1 -0.00058175 92.774 0.44605 -0.57032
29.95 -0.00083065 93.969 0.44617 -0.36719
34.87 -0.00088692 94.235 0.44593 -0.35938
40.29 -0.0011034 95.258 0.44605 -0.52344
45.28 -0.0011063 95.227 0.44611 -0.40625
49.72 -0.0012932 96.141 0.44605 -0.39063
55.38 -0.0015173 97.211 0.44617 -0.46875
60.13 -0.0016174 97.672 0.44611 -0.63282
64.95 -0.0017395 98.219 0.44617 -0.57813
70.47 -0.001894 98.985 0.44611 -0.5625
75.53 -0.0019646 99.29 0.44611 -0.5
80.51 -0.0019388 99.172 0.44599 -0.59375
85.78 -0.0019293 99.165 0.44593 -0.44531
89.74 -0.0018921 98.961 0.44593 -0.4375
95.07 -0.001853 98.774 0.44611 -0.49219
100.31 -0.0017967 98.516 0.44605 -0.51563
105.56 -0.0016794 97.985 0.44611 -0.46094
109.76 -0.0016222 97.665 0.44605 -0.48438
115.28 -0.0015106 97.172 0.44617 -0.54688
120.24 -0.0013695 96.493 0.44605 -0.51563
125.66 -0.0012503 95.954 0.44611 -0.53125
130.64 -0.0011015 95.219 0.44611 -0.54688
134.96 -0.0010901 95.172 0.44617 -0.58594
139.98 -0.00092602 94.407 0.44611 -0.53125
145.04 -0.00077153 93.68 0.44599 -0.41406
150.13 -0.00069142 93.274 0.44617 -0.58594
155.11 -0.00059033 92.79 0.44623 -0.60157
160.13 -0.0004673 92.235 0.44611 -0.45313
165.31 -0.00035954 91.704 0.44611 -0.46875
170.46 -0.00022411 91.047 0.44611 -0.44531
175.41 -0.00024796 91.172 0.44617 -0.60938
180.5 -0.00024987 91.188 0.44629 -0.54688
185.59 -0.0002861 91.376 0.44617 -0.42969
189.73 -0.00038433 91.836 0.44611 -0.5
195.59 -0.00046063 92.188 0.44623 -0.5625
200.58 -0.00061322 92.93 0.44623 -0.53125
204.76 -0.0007658 93.618 0.44623 -0.57813
210.64 -0.00087357 94.196 0.44623 -0.52344
215.29 -0.00094128 94.477 0.44605 -0.54688
220 -0.0011091 95.282 0.44617 -0.38281
225.07 -0.0012846 96.094 0.44611 -0.46094
230.76 -0.0014248 96.758 0.44617 -0.4375
235.66 -0.0014744 97.032 0.44617 -0.3125
240.44 -0.0017042 98.04 0.44629 -0.46875
245.47 -0.0017376 98.204 0.44623 -0.5
250.29 -0.0018406 98.704 0.44623 -0.52344
255.27 -0.0018835 98.876 0.44617 -0.60157
260.31 -0.0019942 99.438 0.44623 -0.5
265.31 -0.001895 98.985 0.44617 -0.47656
270.42 -0.0019865 99.43 0.44617 -0.52344
275.43 -0.0018873 98.946 0.44617 -0.39844
280.53 -0.0017586 98.36 0.44617 -0.51563
285.7 -0.0017004 98.04 0.44623 -0.41406
289.81 -0.0016642 97.891 0.44623 -0.54688
295.59 -0.0015183 97.188 0.44623 -0.41406
299.91 -0.0013094 96.243 0.44617 -0.44531
304.84 -0.0011988 95.735 0.44605 -0.46875
309.79 -0.0011234 95.36 0.44617 -0.51563
315.08 -0.0010138 94.836 0.44617 -0.5
320.33 -0.00094223 94.485 0.44617 -0.5
325.3 -0.00070286 93.329 0.44623 -0.59375
330.31 -0.00060082 92.868 0.44623 -0.41406
335.64 -0.00053025 92.547 0.44629 -0.52344
340.66 -0.00049687 92.352 0.44629 -0.51563
345.61 -0.00031948 91.524 0.44629 -0.46094
350.69 -0.00024223 91.149 0.44623 -0.52344
354.75 -0.00025177 91.219 0.44617 -0.57032
360.21 -0.0002079 90.977 0.44617 -0.63282
0.2 -0.00027561 91.305 0.44623 -0.67969
5.01 -0.00031853 91.516 0.44617 -0.5625
9.78 -0.00035 91.688 0.44623 -0.53907
14.66 -0.00047016 92.235 0.44617 -0.35156
20.55 -0.00060082 92.868 0.44629 -0.55469
25.1 -0.00074578 93.555 0.44623 -0.53125
29.95 -0.00082016 93.907 0.44623 -0.48438
34.87 -0.00094796 94.524 0.44635 -0.48438
40.29 -0.0011902 95.688 0.44635 -0.53125
45.28 -0.001256 95.938 0.44629 -0.67969
49.72 -0.001379 96.547 0.44641 -0.60938
55.38 -0.0015535 97.36 0.44641 -0.625
60.13 -0.0016995 98.079 0.44635 -0.35156
64.95 -0.001812 98.618 0.44629 -0.54688
70.47 -0.0019436 99.141 0.44629 -0.45313
75.53 -0.0020075 99.555 0.44641 -0.48438
80.51 -0.0019779 99.297 0.44647 -0.48438
85.78 -0.0020485 99.696 0.44647 -0.60938
89.74 -0.0020199 99.54 0.44647 -0.5625
95.07 -0.001873 98.883 0.44641 -0.51563
100.31 -0.0018663 98.852 0.44654 -0.53125
105.56 -0.0018454 98.735 0.44647 -0.41406
109.76 -0.0017033 98.11 0.44647 -0.47656
115.28 -0.0016203 97.719 0.44647 -0.4375
120.24 -0.0014429 96.813 0.44641 -0.39063
125.66 -0.0014553 96.868 0.4466 -0.54688
130.64 -0.0012236 95.829 0.44647 -0.60938
134.96 -0.0010433 94.985 0.44641 -0.5
