##Alpha(50mT) X DEG X DEG
0.2 0.0001297 89.415 0.45246 -1.1406
5.01 0.00021362 89.008 0.45227 -1.2266
9.78 0.00039292 88.172 0.45233 -1.1406
14.66 0.00044251 87.922 0.45221 -1.2031
20.55 0.00060654 87.165 0.45221 -1.1953
25.1 0.00075913 86.469 0.45227 -1.1875
29.95 0.0009079 85.758 0.45239 -1.1016
34.87 0.0010071 85.329 0.45233 -1.1406
40.29 0.0011368 84.727 0.45209 -1.1641
45.28 0.001297 83.954 0.45209 -1.2188
49.72 0.0013466 83.735 0.45197 -1.2734
55.38 0.0014992 83.102 0.45215 -1.0156
60.13 0.0017243 82.001 0.45215 -0.80469
64.95 0.0017967 81.657 0.45203 -0.9375
70.47 0.0017357 81.977 0.45221 -0.85938
75.53 0.0018501 81.454 0.45227 -0.84375
80.51 0.0018806 81.274 0.45203 -0.86719
85.78 0.0018463 81.469 0.45233 -0.89063
89.74 0.0017395 81.969 0.45215 -0.85938
95.07 0.001648 82.383 0.45221 -0.97657
100.31 0.0015831 82.665 0.45221 -0.96094
105.56 0.0014229 83.391 0.45203 -0.96094
109.76 0.0012703 84.094 0.45203 -1
115.28 0.0013046 83.961 0.45227 -0.90625
120.24 0.0011368 84.711 0.45209 -0.89844
125.66 0.0010109 85.305 0.45221 -0.89844
130.64 0.00094605 85.594 0.45227 -0.75
134.96 0.0008049 86.235 0.45209 -0.9375
139.98 0.00064469 86.985 0.45221 -0.9375
145.04 0.00063324 87.055 0.45227 -0.86719
150.13 0.00059891 87.243 0.45233 -0.9375
155.11 0.00043106 87.985 0.45215 -1.0703
160.13 0.00035858 88.336 0.45209 -0.96875
165.31 0.00027085 88.743 0.45221 -1.0313
170.46 0.00032807 88.454 0.45221 -0.98438
175.41 0.00034332 88.383 0.45227 -0.85938
180.5 0.00042343 88.04 0.45215 -0.92969
185.59 0.00052643 87.555 0.45221 -0.875
189.73 0.00057984 87.266 0.45227 -0.85157
195.59 0.00065995 86.954 0.45233 -0.89063
200.58 0.00086976 85.954 0.45239 -0.89844
204.76 0.00096131 85.54 0.45227 -0.84375
210.64 0.00097275 85.508 0.45221 -0.89844
215.29 0.0012817 84.063 0.45239 -0.82813
220 0.0013428 83.774 0.45227 -0.80469
225.07 0.0014229 83.391 0.45227 -0.86719
230.76 0.0015564 82.821 0.45227 -0.85938
235.66 0.0016365 82.407 0.45227 -0.95313
240.44 0.0016403 82.329 0.45227 -0.92969
245.47 0.0017128 82.063 0.45221 -0.96094
250.29 0.001854 81.352 0.45227 -0.85938
255.27 0.0018806 81.297 0.45221 -0.9375
260.31 0.0018349 81.508 0.45221 -0.89063
265.31 0.0019035 81.196 0.45221 -0.78125
270.42 0.0018997 81.219 0.45221 -0.9375
275.43 0.0016785 82.235 0.45215 -0.90625
280.53 0.0016747 82.29 0.45221 -0.73438
285.7 0.0014267 83.391 0.45203 -0.85938
289.81 0.0013847 83.579 0.45215 -0.88282
295.59 0.0012131 84.376 0.45215 -0.8125
299.91 0.0010605 85.071 0.45215 -0.92969
304.84 0.0011063 84.829 0.45221 -0.88282
309.79 0.00087738 85.883 0.45209 -0.96094
315.08 0.00072098 86.649 0.45221 -0.96094
320.33 0.00063324 87.04 0.45227 -0.92188
325.3 0.00058747 87.266 0.45233 -0.94532
330.31 0.00048447 87.735 0.45227 -0.90625
335.64 0.00041199 88.071 0.45227 -0.875
340.66 0.00027085 88.719 0.45215 -0.94532
345.61 0.0003624 88.282 0.45233 -0.89063
350.69 0.00022125 88.977 0.45221 -0.98438
354.75 0.00030518 88.594 0.45227 -0.9375
360.21 0.00019455 89.079 0.45215 -0.97657
0.2 0.00031281 88.54 0.45221 -0.9375
5.01 0.00042343 87.993 0.45239 -0.94532
9.78 0.0005188 87.586 0.45233 -0.96875
14.66 0.00066758 86.922 0.45227 -0.9375
20.55 0.00082398 86.126 0.45221 -0.96094
25.1 0.0010033 85.36 0.45215 -0.98438
29.95 0.0010834 84.993 0.45221 -0.92969
34.87 0.0012627 84.157 0.45227 -0.95313
40.29 0.0013161 83.907 0.45227 -0.83594
45.28 0.0014687 83.227 0.45246 -0.88282
49.72 0.0015068 82.993 0.45239 -0.97657
55.38 0.0017586 81.876 0.45227 -0.88282
60.13 0.0017128 82.102 0.45233 -0.96875
64.95 0.001854 81.454 0.45221 -0.88282
70.47 0.0020104 80.751 0.45239 -0.88282
75.53 0.0018997 81.204 0.45227 -0.92969
80.51 0.001873 81.383 0.45209 -0.92188
85.78 0.001873 81.36 0.45227 -0.82813
89.74 0.0018196 81.641 0.45233 -0.85157
95.07 0.0017395 81.969 0.45233 -0.80469
100.31 0.0016899 82.188 0.45239 -0.92188
105.56 0.0016327 82.43 0.45239 -0.88282
109.76 0.0014572 83.227 0.45239 -0.82813
115.28 0.001297 84.008 0.45264 -0.95313
120.24 0.0012703 84.102 0.45258 -0.94532
125.66 0.001091 84.891 0.45258 -0.91407
130.64 0.00089646 85.821 0.45227 -1.0078
134.96 0.00084305 86.086 0.45233 -0.9375
139.98 0.00085068 86.055 0.45258 -0.9375
145.04 0.00074768 86.54 0.45258 -0.89844
150.13 0.00069046 86.774 0.45246 -0.86719
155.11 0.00057602 87.321 0.45239 -0.875
160.13 0.00046921 87.813 0.45239 -0.88282
165.31 0.00041199 88.086 0.45239 -0.89063
